session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-12443;2026-08-31 20:26:21;USR-1099;2010-12-22;M;VIP;5;300;1000;Cash;CS2;5.0;0
SESS-12115;2026-08-16 12:08:00;USR-1748;2005-04-24;M;PS5;4;320;1000;App;CS2;;0
SESS-13982;2026-08-09 01:50:43;USR-1055;2010-03-13;M;Bootcamp;12;960;1800;App;Minecraft;4.5;0
SESS-13214;2026-08-14 10:02:35;USR-1657;2005-02-24;M;Standard;3;0;300;Card;CS2;4.5;0
SESS-12524;2026-08-29 16:23:55;USR-1738;1989-05-20;M;PS5;2;510;500;Card;PUBG;4.5;0
SESS-11037;2026-08-27 18:12:43;USR-1462;2009-03-06;M;Bootcamp;2;0;300;App;Valorant;;0
SESS-10009;2026-08-29 23:50:35;USR-1059;2003-12-25;M;VIP;8;1106;1440;Card;Valorant;5.0;1
SESS-15855;2026-08-17 14:23:46;USR-1224;2005-08-08;M;VIP;1;240;200;Card;CS2;;0
SESS-11995;2026-08-15 19:44:34;USR-1011;2003-10-23;F;VIP;3;0;600;App;CS2;;0
SESS-13612;2026-08-03 19:08:36;USR-1011;2003-10-23;F;VIP;4;784;720;Cash;PUBG;5.0;1
SESS-15822;2026-08-30 11:59:00;USR-1018;01/21/2012;M;VIP;12;0;2400;App;Minecraft;;0
SESS-16714;2026-08-10 15:19:43;USR-1272;2005-12-15;M;VIP;3;0;600;App;Deadlock;5.0;0
SESS-16656;2026-08-18 00:58:39;USR-1067;2010-11-21;M;VIP;12;0;2400;Cash;Dota 2;;0
SESS-13633;2026-08-15 03:28:09;USR-1025;2009-07-06;M;Standard;3;0;300;App;CS2;2.0;0
SESS-11411;2026-08-15 16:00:30;USR-1564;2005-04-15;M;Bootcamp;3;0;405;Card;Valorant;5.0;1
SESS-15606;2026-08-22 16:04:32;USR-1632;2004-11-13;M;PS5;2;0;500;Card;CS2;4.5;0
SESS-16066;2026-08-30 22:43:25;USR-1390;2008-08-08;M;VIP;8;1360;1600;App;Minecraft;;0
SESS-10906;2026-08-01 19:50:17;USR-1328;2011-06-26;M;Standard;4;0;400;App;CS2;3.0;0
SESS-13224;2026-08-28 10:42:19;USR-1775;2004-08-04;M;VIP;4;400;800;Card;CS2;4.5;0
SESS-11183;2026-08-21 16:10:14;USR-1202;2004-01-26;M;VIP;1;200;200;Card;PUBG;;0
SESS-15162;2026-08-30 00:53:09;USR-1444;1996-04-06;M;Bootcamp;8;1740;1200;Card;GTA V;5.0;0
SESS-13039;2026-08-23 18:56:20;USR-1640;2007-06-17;M;Standard;3;0;300;Card;Dota 2;4.5;0
SESS-14229;2026-08-23 20:24:09;USR-1497;2010-08-12;F;Standard;3;120;300;Cash;Minecraft;;0
SESS-14025;2026-08-23 15:11:42;USR-1024;2011-01-01;M;Standard;3;336;270;Cash;Deadlock;4.5;1
SESS-15109;2026-08-01 19:43:03;USR-1077;2011-03-08;M;Standard;4;448;360;App;Dota 2;3.0;1
SESS-14434;2026-08-12 20:23:52;USR-1275;1992-02-08;F;Standard;2;0;200;Cash;PUBG;3.0;0
SESS-12765;2026-08-17 15:27:23;USR-1028;2009-08-11;M;Bootcamp;8;640;1200;App;Minecraft;4.5;0
SESS-10924;2026-08-26 22:20:32;USR-1122;2009-07-04;M;Standard;5;0;500;App;Dota 2;;0
SESS-13809;2026-08-01 14:40:36;USR-1773;2012-04-09;M;Standard;2;0;200;Cash;CS2;;0
SESS-14143;2026-08-15 19:45:44;USR-1702;2009-01-14;M;Standard;2;120;200;App;Minecraft;;0
SESS-12178;2026-08-13 09:43:59;USR-1443;2010-02-06;M;Standard;3;0;300;Card;Minecraft;4.5;0
SESS-10940;2026-08-31 15:46:10;USR-1150;2004-04-23;M;PS5;3;0;750;Card;Deadlock;5.0;0
SESS-10256;2026-08-23 09:17:54;USR-1588;2012-04-20;F;Standard;1;84;90;Card;CS2;5.0;1
SESS-13678;2026-08-14 19:49:36;USR-1490;2011-02-15;F;Bootcamp;4;224;540;App;Valorant;5.0;1
SESS-16042;2026-08-26 01:49:16;USR-1130;2009-07-25;F;Bootcamp;8;896;1080;App;CS2;4.0;1
SESS-11280;2026-08-07 14:46:04;USR-1009;2007-04-14;M;VIP;1;200;200;App;Dota 2;4.5;0
SESS-11442;2026-08-02 13:29:44;USR-1127;2001-09-18;F;VIP;2;470;400;Cash;Dota 2;4.5;0
SESS-12946;2026-08-29 12:11:24;USR-1463;2005-05-14;M;Bootcamp;3;0;450;Card;CS2;3.0;0
SESS-16160;2026-08-01 23:38:35;USR-1083;2006-06-14;F;Standard;12;1440;1200;Card;CS2;5.0;0
SESS-12763;2026-08-31 18:51:03;USR-1103;2006-06-11;F;VIP;3;440;600;Card;Dota 2;4.0;0
SESS-10144;2026-08-02 17:15:55;USR-1758;2012-08-01;M;Bootcamp;1;0;150;Card;Valorant;;0
SESS-13415;2026-08-19 18:44:12;USR-1088;1989-08-18;F;Standard;3;750;300;App;GTA V;;0
SESS-11326;2026-08-21 12:35:05;USR-1427;2009-03-20;M;Standard;2;80;200;App;Valorant;;0
SESS-12978;2026-08-25 13:55:33;USR-1689;2003-02-12;M;PS5;2;240;500;Card;CS2;4.5;0
SESS-11307;2026-08-06 16:47:58;USR-1795;1997-06-03;M;VIP;2;660;400;Card;Cyberpunk 2077;;0
SESS-14619;2026-08-28 13:19:14;USR-1326;2005-01-21;M;VIP;3;0;600;App;CS2;4.0;0
SESS-13158;2026-08-18 19:24:06;USR-1254;2004-02-16;F;Standard;1;120;100;Card;CS2;4.0;0
SESS-10854;2026-08-24 10:39:46;USR-1791;1994-08-20;M;VIP;5;2170;900;Card;CS2;4.5;1
SESS-15671;2026-08-15 15:40:17;USR-1739;2005-09-23;F;Standard;5;0;450;App;Valorant;5.0;1
SESS-12624;2026-08-03 07:30:11;USR-1795;1997-06-03;M;Standard;2;240;200;Card;Browser/Work;4.0;0
SESS-14381;2026-08-22 21:21:34;USR-1731;2002-06-26;M;Standard;2;0;200;Card;Dota 2;;0
SESS-10453;2026-08-28 22:05:37;USR-1346;2005-01-22;M;Bootcamp;3;546;405;Card;Valorant;;1
SESS-14219;2026-08-27 22:06:14;USR-1623;2006-08-20;M;Standard;12;0;1200;Card;Dota 2;4.0;0
SESS-10439;2026-08-02 12:26:57;USR-1663;2007-02-19;M;Bootcamp;2;470;300;App;CS2;5.0;0
SESS-12719;2026-08-19 19:33:16;USR-1086;2006-12-22;M;Standard;3;503;270;App;Dota 2;5.0;1
SESS-12737;2026-08-06 16:22:38;USR-1122;07/04/2009;M;Standard;4;0;360;App;Minecraft;5.0;1
SESS-10430;2026-08-30 18:59:21;USR-1768;1992-12-15;M;PS5;3;0;750;Card;GTA V;4.5;0
SESS-12476;2026-08-07 12:57:48;USR-1066;2005-04-16;M;Bootcamp;1;270;150;Card;Dota 2;;0
SESS-10893;2026-08-02 09:32:34;USR-1164;2000-05-06;M;Standard;1;120;100;Card;CS2;;0
SESS-13978;2026-08-20 23:18:57;USR-1533;2010-12-12;M;Standard;12;0;1080;App;Deadlock;5.0;1
SESS-14630;2026-08-12 19:44:23;USR-1110;1996-01-24;M;VIP;2;540;400;Card;Dota 2;;0
SESS-12694;2026-08-09 13:48:34;USR-1542;2012-09-15;M;Standard;1;0;100;Cash;CS2;;0
SESS-14402;2026-08-07 13:56:22;USR-1128;2007-11-20;M;Bootcamp;3;448;405;Card;CS2;;1
SESS-14221;2026-08-24 19:47:15;USR-1502;2006-09-06;M;Bootcamp;3;448;405;Card;CS2;;1
SESS-12283;2026-08-08 19:38:45;USR-1178;2011-02-08;M;Bootcamp;5;0;750;Card;Minecraft;4.0;0
SESS-14822;2026-08-22 02:33:23;USR-1080;2010-01-09;M;Standard;2;80;200;App;Dota 2;;0
SESS-11389;2026-08-13 13:21:21;USR-1146;1993-01-14;M;VIP;3;900;600;Card;PUBG;4.5;0
SESS-12018;2026-08-03 11:31:12;USR-1115;2003-10-28;M;Standard;1;80;100;Card;GTA V;;0
SESS-16225;2026-08-23 10:17:35;USR-1007;2004-12-10;M;Standard;2;0;200;App;Dota 2;;0
SESS-11841;2026-08-26 22:51:52;USR-1146;1993-01-14;M;VIP;8;2150;1600;Card;PUBG;4.5;0
SESS-13514;2026-08-10 15:29:46;USR-1755;2005-11-12;M;Standard;1;160;100;Card;Dota 2;;0
SESS-12060;2026-08-04 13:01:17;USR-1681;2005-12-11;M;Bootcamp;3;784;405;Card;CS2;;1
SESS-15011;2026-08-02 17:25:51;USR-1514;2005-10-04;M;Standard;1;120;100;Card;Minecraft;4.0;0
SESS-12335;2026-08-31 14:44:37;USR-1031;2003-10-25;M;PS5;3;360;750;Card;Valorant;3.0;0
SESS-11836;2026-08-10 09:58:27;USR-1387;2006-09-21;M;Bootcamp;4;720;600;App;PUBG;5.0;0
SESS-14406;2026-08-25 09:47:50;USR-1085;2005-02-26;M;Standard;1;120;100;Card;Valorant;2.0;0
SESS-13928;2026-08-30 10:44:01;USR-1415;1996-06-03;M;PS5;3;1050;750;Card;Cyberpunk 2077;3.0;0
SESS-12892;2026-08-23 21:13:57;USR-1148;2005-03-07;M;Standard;3;480;300;Card;Deadlock;4.5;0
SESS-10878;2026-08-09 15:27:06;USR-1360;2011-11-23;M;Standard;1;0;100;Cash;Valorant;3.0;0
SESS-14176;2026-08-31 21:18:24;USR-1745;2001-06-04;M;Standard;3;336;270;Card;Dota 2;5.0;1
SESS-10809;2026-08-29 13:47:39;USR-1506;2004-10-28;M;Bootcamp;4;0;600;Card;CS2;3.0;0
SESS-14015;2026-08-22 21:55:06;USR-1424;2007-10-10;M;Standard;1;160;100;Card;Apex Legends;;0
SESS-14446;2026-08-11 15:04:16;USR-1718;2012-04-15;M;Standard;1;80;100;Card;Valorant;4.0;0
SESS-14236;2026-08-07 19:29:41;USR-1690;2003-01-01;M;PS5;2;0;500;Card;Deadlock;;0
SESS-15131;2026-08-28 17:32:53;USR-1546;2011-12-06;M;Bootcamp;4;336;540;Cash;Apex Legends;;1
SESS-15507;2026-08-23 09:53:53;USR-1085;2005-02-26;M;Bootcamp;2;400;300;Card;CS2;;0
SESS-14584;2026-08-04 20:20:08;USR-1281;2009-07-18;M;Standard;3;168;270;App;CS2;;1
SESS-16164;2026-08-27 07:00:30;USR-1286;2008-04-07;M;Bootcamp;3;440;450;App;Dota 2;4.0;0
SESS-12041;2026-08-26 10:10:32;USR-1052;2005-12-15;M;Bootcamp;3;0;450;Card;CS2;;0
SESS-14726;2026-08-28 16:12:27;USR-1147;1992-11-15;M;Bootcamp;2;0;300;Card;Dota 2;;0
SESS-13859;2026-08-16 13:02:29;USR-1566;2005-09-09;M;VIP;4;720;800;Card;GTA V;;0
SESS-14086;2026-08-14 08:36:58;USR-1133;2004-01-10;M;Standard;2;0;200;Card;Dota 2;3.0;0
SESS-11328;2026-08-02 15:51:58;USR-1365;2006-07-01;M;Standard;1;80;100;App;CS2;;0
SESS-14317;2026-08-17 22:57:53;USR-1516;2004-12-14;M;PS5;12;1344;2700;Card;Valorant;;1
SESS-10718;2026-08-21 14:09:45;USR-1499;2011-08-26;M;PS5;1;40;250;Cash;CS2;;0
SESS-16725;2026-08-29 15:01:26;USR-1791;1994-08-20;M;PS5;2;0;450;Card;GTA V;;1
SESS-16187;2026-08-08 19:05:40;USR-1149;1993-04-17;M;Standard;2;360;200;Card;CS2;;0
SESS-15443;2026-08-08 17:46:21;USR-1015;1997-04-11;M;VIP;3;660;600;Card;GTA V;4.0;0
SESS-15808;2026-08-11 15:02:26;USR-1794;2006-01-21;M;Standard;3;503;270;Card;CS2;;1
SESS-12189;2026-08-18 19:37:34;USR-1004;2003-08-09;F;Standard;1;120;100;Cash;Dota 2;;0
SESS-13153;2026-08-22 16:39:17;USR-1767;2005-05-13;F;Standard;4;448;360;Card;Dota 2;;1
SESS-14586;2026-08-28 21:29:28;USR-1200;2006-10-22;M;Standard;4;896;360;Card;Dota 2;1.0;1
SESS-15794;2026-08-13 17:08:33;USR-1630;2006-02-17;M;Standard;3;0;300;Card;Valorant;;0
SESS-16311;2026-08-28 15:07:56;USR-1068;2010-10-24;M;Standard;1;0;100;Cash;Minecraft;4.0;0
SESS-10843;2026-08-21 18:10:56;USR-1161;2006-06-07;M;Standard;2;0;200;Card;CS2;;0
SESS-16634;2026-08-21 20:08:58;USR-1566;2005-09-09;M;Bootcamp;2;320;300;App;Deadlock;;0
SESS-15027;2026-08-15 10:47:00;USR-1030;2010-12-17;M;Bootcamp;1;0;150;Cash;Dota 2;;0
SESS-16456;2026-08-14 18:47:37;USR-1090;2010-05-03;M;Bootcamp;4;0;540;App;Apex Legends;4.0;1
SESS-11257;2026-08-30 21:43:58;USR-1475;2012-05-23;M;Bootcamp;1;60;150;Cash;Valorant;4.5;0
SESS-16199;2026-08-16 20:23:51;USR-1129;2004-06-06;M;Standard;3;672;270;Card;CS2;;1
SESS-14789;2026-08-27 16:38:06;USR-1234;2004-04-27;F;Standard;3;0;300;Card;Deadlock;4.5;0
SESS-13342;2026-08-23 20:03:51;USR-1714;2006-09-11;F;VIP;3;0;600;Card;Deadlock;4.0;0
SESS-12317;2026-08-30 00:07:24;USR-1074;2008-03-07;F;Bootcamp;8;0;1080;Card;Dota 2;5.0;1
SESS-16405;2026-08-02 21:52:45;USR-1331;2005-10-26;F;Bootcamp;4;0;600;Card;CS2;5.0;0
SESS-15825;2026-08-12 10:06:59;USR-1130;2009-07-25;F;PS5;4;320;1000;Cash;Minecraft;5.0;0
SESS-11909;2026-08-12 22:21:02;USR-1204;2007-11-17;M;Standard;5;400;500;App;Valorant;4.5;0
SESS-13483;2026-08-08 19:45:46;USR-1578;2005-10-21;M;Bootcamp;5;880;750;Card;Cyberpunk 2077;4.0;0
SESS-13454;08/17/2026 15:46:39;USR-1584;1997-03-14;F;Bootcamp;1;420;150;Card;Cyberpunk 2077;;0
SESS-13473;2026-08-07 19:43:03;USR-1536;2003-08-05;M;Standard;3;0;270;App;Cyberpunk 2077;4.5;1
SESS-14660;2026-08-28 17:33:32;USR-1323;2000-04-21;M;VIP;2;510;400;Card;Deadlock;4.5;0
SESS-11143;2026-08-24 19:26:59;USR-1783;2003-11-27;M;Standard;2;160;200;Card;Apex Legends;;0
SESS-15669;2026-08-08 18:20:38;USR-1137;2012-06-12;F;Bootcamp;2;0;300;App;PUBG;;0
SESS-10374;2026-08-05 02:08:59;USR-1480;2010-10-19;F;Standard;1;40;100;App;GTA V;;0
SESS-10759;2026-08-25 11:12:53;USR-1713;2011-07-05;M;Bootcamp;2;0;300;Cash;CS2;4.5;0
SESS-11569;2026-08-14 14:33:47;USR-1214;2010-12-28;M;Bootcamp;1;0;150;Cash;Minecraft;;0
SESS-15248;2026-08-20 12:23:59;USR-1047;2010-11-17;M;Standard;2;0;200;App;Dota 2;1.0;0
SESS-16292;2026-08-23 15:10:15;USR-1137;2012-06-12;F;Standard;5;0;500;Card;CS2;5.0;0
SESS-11492;2026-08-02 16:57:48;USR-1055;2010-03-13;M;Bootcamp;2;0;300;App;CS2;;0
SESS-11359;2026-08-01 17:39:32;USR-1406;2006-06-01;M;Standard;2;0;200;App;CS2;;0
SESS-12816;2026-08-17 12:02:33;USR-1108;2011-10-19;M;Standard;3;336;270;App;Dota 2;4.0;1
SESS-11887;2026-08-07 16:37:07;USR-1284;2004-08-09;M;Standard;2;160;200;App;CS2;;0
SESS-15069;2026-08-25 14:16:20;USR-1217;2012-08-01;M;Standard;1;0;100;App;Valorant;5.0;0
SESS-10574;2026-08-13 15:03:38;USR-1079;2011-07-27;M;Standard;3;0;270;App;Minecraft;;1
SESS-16709;2026-08-30 22:48:37;USR-1046;2004-02-19;M;VIP;5;550;1000;Cash;Dota 2;3.0;0
SESS-13173;2026-08-04 23:24:31;USR-1099;2010-12-22;M;Standard;5;400;500;App;CS2;3.0;0
SESS-15273;2026-08-07 09:26:14;USR-1136;2010-02-28;M;Standard;5;0;450;Card;Minecraft;4.5;1
SESS-15560;2026-08-30 12:38:37;USR-1466;2005-03-04;F;Bootcamp;1;336;135;App;Valorant;;1
SESS-13873;2026-08-19 20:54:25;USR-1040;2006-04-01;M;Bootcamp;2;0;300;Card;Apex Legends;4.0;0
SESS-13997;2026-08-21 21:33:57;USR-1742;2010-01-06;M;Standard;3;0;270;Cash;Dota 2;;1
SESS-14279;2026-08-22 19:30:52;USR-1504;2004-05-08;M;Bootcamp;2;240;300;App;GTA V;;0
SESS-12395;2026-08-11 15:37:53;USR-1516;2004-12-14;M;PS5;1;160;250;Card;Valorant;4.0;0
SESS-15049;2026-08-15 16:08:37;USR-1079;2011-07-27;M;Standard;1;40;100;Card;Deadlock;;0
SESS-10480;2026-08-30 23:16:17;USR-1130;2009-07-25;F;Standard;8 ч.;640;800;App;Valorant;2.0;0
SESS-11639;2026-08-27 21:22:10;USR-1035;2011-10-04;M;Standard;2;120;200;App;CS2;;0
SESS-13362;2026-08-15 19:06:17;USR-1590;2008-02-25;M;Bootcamp;12;2128;1620;Card;CS2;;1
SESS-15338;2026-08-15 19:26:08;USR-1493;2012-05-06;F;Standard;2;0;200;Cash;Deadlock;;0
SESS-11705;2026-08-04 13:05:53;USR-1044;2006-09-05;F;Bootcamp;2;448;270;Card;Dota 2;4.5;1
SESS-14848;2026-08-29 18:22:21;USR-1131;1993-04-08;M;Standard;4;1400;360;Card;CS2;;1
SESS-13774;2026-08-13 22:51:49;USR-1383;2009-03-05;M;Standard;12;0;1200;App;Dota 2;5.0;0
SESS-14602;2026-08-02 02:50:09;USR-1013;2011-07-19;M;VIP;5;0;1000;Cash;Dota 2;;0
SESS-10936;2026-08-14 12:56:49;USR-1108;2011-10-19;M;Standard;2;0;200;Card;Deadlock;4.0;0
SESS-14679;2026-08-26 18:17:49;USR-1653;2006-07-22;M;PS5;2;0;500;Card;Deadlock;;0
SESS-11439;2026-08-12 16:18:21;USR-1066;2005-04-16;M;Standard;4;0;360;Card;CS2;;1
SESS-13255;2026-08-21 15:46:30;USR-1012;2002-06-03;M;VIP;3;616;540;App;Dota 2;;1
SESS-10299;2026-08-01 15:30:20;USR-1217;2012-08-01;M;Standard;3;0;300;App;Deadlock;4.0;0
SESS-16252;2026-08-30 07:38:24;USR-1073;1997-01-01;M;Bootcamp;3;840;450;Card;Cyberpunk 2077;4.0;0
SESS-13042;2026-08-13 09:31:18;USR-1439;2006-04-22;M;Bootcamp;2;390;300;Card;Dota 2;;0
SESS-15961;2026-08-16 21:21:21;USR-1121;2010-02-21;F;Standard;2;0;200;App;CS2;;0
SESS-15739;2026-08-07 21:10:09;USR-1416;2006-04-10;M;Standard;3;480;300;Card;CS2;4.0;0
SESS-11116;2026-08-30 01:33:21;USR-1157;2011-05-09;F;Bootcamp;8;480;1200;Cash;Dota 2;;0
SESS-10583;2026-08-18 07:57:37;USR-1018;2012-01-21;M;VIP;2;0;400;Cash;Apex Legends;;0
SESS-14008;2026-08-28 21:40:55;USR-1566;2005-09-09;M;Standard;2;240;200;Card;PUBG;;0
SESS-10406;2026-08-22 11:42:09;USR-1556;2011-01-26;M;Standard;2;0;200;App;Minecraft;4.5;0
SESS-15621;2026-08-23 20:49:58;USR-1474;2002-05-09;M;Standard;3;360;300;App;CS2;4.5;0
SESS-13344;2026-08-15 13:27:07;USR-1711;2002-08-24;M;PS5;1;0;250;Card;Dota 2;3.0;0
SESS-11453;2026-08-15 10:16:27;USR-1741;2005-11-13;F;VIP;3;440;600;Card;CS2;;0
SESS-15721;2026-08-05 10:16:21;USR-1055;2010-03-13;M;Standard;1;40;100;Cash;CS2;;0
SESS-14614;2026-08-23 14:38:26;USR-1425;1993-01-28;M;VIP;3;840;600;Card;Cyberpunk 2077;4.0;0
SESS-16268;2026-08-16 19:06:41;USR-1441;2006-02-02;M;Bootcamp;2;390;300;Card;Dota 2;1.0;0
SESS-14917;2026-08-01 09:01:35;USR-1211;2000-08-13;M;Standard;2;500;200;Card;PUBG;4.0;0
SESS-12764;2026-08-19 18:06:12;USR-1315;2006-02-22;F;Standard;2;160;200;App;GTA V;;0
SESS-15463;2026-08-15 15:06:08;USR-1032;2008-08-04;M;Standard;1;0;100;Cash;CS2;;0
SESS-13273;2026-08-29 10:06:04;USR-1076;2011-01-25;F;Standard;2;224;180;Card;CS2;;1
SESS-14169;2026-08-28 17:39:02;USR-1218;1998-01-17;F;VIP;2;540;400;Card;GTA V;;0
SESS-10898;2026-08-08 20:00:34;USR-1022;2009-06-21;M;Standard;2;0;200;App;CS2;;0
SESS-11633;2026-08-28 21:44:18;USR-1148;2005-03-07;M;Standard;2;448;180;Card;Valorant;;1
SESS-14192;2026-08-22 19:14:58;USR-1108;2011-10-19;M;VIP;2;0;400;App;CS2;;0
SESS-11647;2026-08-21 13:52:27;USR-1648;2011-07-10;M;Standard;3;0;270;Cash;Apex Legends;;1
SESS-14027;2026-08-29 19:41:38;USR-1052;2005-12-15;M;Standard;5;600;500;Cash;Dota 2;;0
SESS-16582;2026-08-28 11:25:54;USR-1251;2000-07-12;M;Bootcamp;1;480;150;App;CS2;4.5;0
SESS-13643;2026-08-29 21:56:55;USR-1032;2008-08-04;M;Standard;12;0;1200;Cash;Dota 2;;0
SESS-14788;2026-08-11 20:27:51;USR-1096;1988-01-28;M;VIP;3;714;540;App;Valorant;4.0;1
SESS-16273;2026-08-27 08:52:21;USR-1018;2012-01-21;M;Standard;2;80;200;Card;Valorant;;0
SESS-15686;2026-08-02 12:41:03;USR-1037;2010-03-16;M;Bootcamp;1;112;135;App;CS2;4.5;1
SESS-16432;2026-08-31 20:58:02;USR-1422;2012-02-15;M;Standard;2;0;200;Cash;CS2;;0
SESS-11729;2026-08-28 19:44:23;USR-1151;2010-02-09;M;Bootcamp;3;120;450;App;Dota 2;;0
SESS-11722;2026-08-30 14:02:40;USR-1045;2001-05-04;F;Standard;8;1280;800;App;Dota 2;5.0;0
SESS-15991;2026-08-04 03:28:39;USR-1165;2009-10-01;M;Standard;2;0;200;Cash;CS2;;0
SESS-11568;2026-08-19 19:48:48;USR-1337;2001-05-04;M;Bootcamp;2;320;300;Card;Dota 2;3.0;0
SESS-10270;2026-08-27 20:16:16;USR-1133;2004-01-10;M;Bootcamp;3;714;405;Card;CS2;4.5;1
SESS-14493;2026-08-16 00:45:52;USR-1322;2002-05-15;M;VIP;5;680;1000;Card;CS2;5.0;0
SESS-16526;2026-08-22 12:33:27;USR-1372;2007-03-28;M;Standard;3;360;300;App;CS2;;0
SESS-14926;2026-08-23 17:32:11;USR-1267;2007-08-09;M;Standard;4;0;400;App;Valorant;4.0;0
SESS-12897;2026-08-16 19:46:42;USR-1060;2010-07-14;M;Standard;1;60;100;Cash;Valorant;4.0;0
SESS-15136;2026-08-04 14:41:15;USR-1050;2004-12-15;M;Standard;3;0;300;App;Dota 2;;0
SESS-10601;2026-08-10 14:59:42;USR-1173;2003-01-14;M;VIP;5;0;1000;Card;CS2;4.5;0
SESS-13901;2026-08-30 21:32:37;USR-1237;2010-08-20;M;Bootcamp;3;240;450;Cash;CS2;3.0;0
SESS-16540;2026-08-27 15:12:15;USR-1488;2007-01-10;M;Standard;2;160;200;Cash;Dota 2;;0
SESS-15457;2026-08-14 17:11:16;USR-1129;2004-06-06;M;Bootcamp;3;510;450;Card;CS2;3.0;0
SESS-15302;2026-08-29 18:38:49;USR-1662;2010-06-22;M;Bootcamp;2;160;300;App;Minecraft;;0
SESS-10115;2026-08-30 18:41:12;USR-1122;2009-07-04;M;Standard;5;0;500;App;Minecraft;;0
SESS-15099;2026-08-26 18:09:08;USR-1129;2004-06-06;m;VIP;5;550;1000;App;Dota 2;4.5;0
SESS-10131;2026-08-18 03:54:39;USR-1733;2005-10-12;M;Bootcamp;4;720;600;App;Dota 2;;0
SESS-10087;2026-08-10 23:22:55;USR-1268;2004-07-04;F;Bootcamp;8;0;1200;Card;Valorant;;0
SESS-12571;2026-08-02 00:10:36;USR-1280;2005-08-11;M;PS5;12;0;2700;Card;Dota 2;4.5;1
SESS-14711;2026-08-22 19:54:28;USR-1271;2009-11-26;F;VIP;2;0;400;Card;Dota 2;4.5;0
SESS-12616;2026-08-01 19:04:50;USR-1117;1989-05-27;F;Standard;1;180;100;Card;Dota 2;;0
SESS-11965;2026-08-21 20:55:43;USR-1753;2004-08-20;M;VIP;2;0;400;Card;Dota 2;;0
SESS-12438;2026-08-27 04:59:57;USR-1014;2012-04-13;M;Standard;2;0;200;App;Dota 2;;0
SESS-11893;2026-08-09 18:29:39;USR-1009;2007-04-14;M;PS5;4;0;1000;App;Valorant;;0
SESS-16083;2026-08-26 00:30:10;USR-1136;2010-02-28;M;VIP;5;0;1000;Cash;CS2;4.5;0
SESS-12606;2026-08-15 19:28:02;USR-1060;2010-07-14;M;Standard;4;0;360;App;Minecraft;4.0;1
SESS-10035;2026-08-22 18:36:26;USR-1055;2010-03-13;M;Standard;2;0;200;App;Dota 2;;0
SESS-14725;2026-08-09 20:28:12;USR-1046;2004-02-19;M;Bootcamp;2;0;300;Card;Dota 2;4.0;0
SESS-10002;2026-08-25 11:50:36;USR-1608;2007-10-17;M;Standard;4;896;360;App;Apex Legends;;1
SESS-14994;2026-08-15 14:54:56;USR-1034;1998-05-23;M;PS5;1;0;250;Card;GTA V;;0
