session_id;user_id;pc_id;date;hours_played;discount_promo
SESS-10058;USR-1191;PC-20;2026-08-28 19:29:00;3;0
SESS-10059;USR-1332;PC-15;2026-08-26 23:20:00;3;0
SESS-10060;USR-1400;PC-35;2026-08-06 20:18:00;2;0
SESS-10061;USR-1025;PC-30;2026-08-30 21:59:00;2;0
SESS-10062;USR-1307;PC-29;2026-08-31 13:47:00;2;0
SESS-10063;USR-1180;PC-21;2026-08-03 19:29:00;3;0
SESS-10064;USR-1379;PC-13;2026-08-17 23:16:00;2;1
SESS-10065;USR-1314;PC-13;2026-08-17 20:04:00;2;0
SESS-10066;USR-1349;PC-19;2026-08-03 20:54:00;4;0
SESS-10067;USR-1290;PC-05;2026-08-15 09:28:00;3;0
SESS-10068;USR-1029;PC-29;2026-08-17 16:52:00;4;0
SESS-10069;USR-1240;PC-05;2026-08-04 19:55:00;1;0
SESS-10070;USR-1071;PC-12;2026-08-12 15:23:00;2;0
SESS-10071;USR-1350;PC-26;2026-08-08 22:43:00;1;0
SESS-10072;USR-1239;PC-24;2026-08-25 15:23:00;3;1
SESS-10073;USR-1025;PC-10;2026-08-31 17:15:00;1;0
SESS-10074;USR-1181;PC-31;2026-08-13 13:44:00;1;1
SESS-10075;USR-1108;PC-23;2026-08-18 18:14:00;1;0
SESS-10076;USR-1136;PC-02;2026-08-19 16:13:00;2;0
SESS-10077;USR-1252;PC-32;2026-08-27 13:58:00;2;0
SESS-10078;USR-1124;PC-25;2026-08-11 10:36:00;3;0
SESS-10079;USR-1257;PC-08;2026-08-04 13:23:00;2;0
SESS-10080;USR-1074;PC-05;2026-08-29 13:22:00;3;0
SESS-10081;USR-1079;PC-15;2026-08-26 16:39:00;3;0
SESS-10082;USR-1009;PC-22;2026-08-01 19:04:00;1;0
SESS-10083;USR-1421;PC-23;2026-08-06 16:22:00;1;0
SESS-10084;USR-1318;PC-26;2026-08-19 09:05:00;2;1
SESS-10085;USR-1422;PC-19;2026-08-16 21:22:00;2;0
SESS-10086;USR-1403;PC-35;2026-08-15 22:32:00;2;0
SESS-10087;USR-1388;PC-27;2026-08-17 09:16:00;2;0
SESS-10088;USR-1314;PC-25;2026-08-08 23:28:00;2;1
SESS-10089;USR-1189;PC-19;2026-08-28 15:31:00;1;0
SESS-10090;USR-1153;PC-34;2026-08-27 20:37:00;1;0
SESS-10091;USR-1171;PC-18;2026-08-21 20:41:00;3;0
SESS-10092;USR-1012;PC-23;2026-08-03 17:33:00;1;0
SESS-10093;USR-1252;PC-19;2026-08-12 16:26:00;2;0
SESS-10094;USR-1434;PC-28;2026-08-03 11:31:00;3;0
SESS-10095;USR-1360;PC-08;2026-08-09 16:27:00;1;0
SESS-10096;USR-1205;PC-08;2026-08-04 12:39:00;4;0
SESS-10097;USR-1261;PC-24;2026-08-29 09:43:00;1;0
SESS-10098;USR-1286;PC-05;2026-08-25 21:43:00;4;0
SESS-10099;;PC-34;2026-08-22 09:40:00;2;0
SESS-10100;USR-1090;PC-12;2026-08-18 22:25:00;2;0
SESS-10101;USR-1420;PC-33;2026-08-30 22:39:00;2;0
SESS-10102;USR-1135;PC-03;2026-08-14 10:04:00;4;0
SESS-10103;USR-1315;PC-32;2026-08-23 22:15:00;3;0
SESS-10104;USR-1413;PC-14;2026-08-23 14:27:00;2;0
SESS-10105;USR-1177;PC-03;2026-08-21 13:12:00;1;0
SESS-10106;USR-1311;PC-22;2026-08-22 18:20:00;1;0
SESS-10107;USR-1089;PC-12;2026-08-12 11:41:00;3;1
SESS-10108;USR-1081;PC-10;2026-08-07 16:50:00;2;0
SESS-10109;USR-1023;PC-06;2026-08-03 19:22:00;2;0
SESS-10110;USR-1005;PC-11;2026-08-05 09:23:00;2;0
SESS-10111;USR-1230;PC-25;2026-08-22 13:16:00;4;1
SESS-10112;USR-1100;PC-31;2026-08-12 14:22:00;2;0
SESS-10113;USR-1133;PC-11;2026-08-28 21:06:00;2;1
SESS-10114;USR-1362;PC-13;2026-08-10 14:38:00;2;0
SESS-10115;USR-1176;PC-34;2026-08-14 10:25:00;5;0
SESS-10116;USR-1262;PC-22;2026-08-13 14:51:00;3;0
SESS-10117;USR-1027;PC-10;2026-08-04 19:01:00;2;0
SESS-10118;USR-1308;PC-12;2026-08-06 09:31:00;2;1
SESS-10119;USR-1127;PC-14;2026-08-15 23:09:00;1;0
SESS-10120;USR-1307;PC-01;2026-08-14 19:57:00;3;0
SESS-10121;USR-1363;PC-03;2026-08-10 10:48:00;2;0
SESS-10122;USR-1357;PC-14;2026-08-03 14:57:00;3;1
SESS-10123;USR-1085;PC-24;2026-08-18 11:47:00;3;0
SESS-10124;USR-1365;PC-12;2026-08-17 19:46:00;2;0
SESS-10125;USR-1262;PC-24;2026-08-28 21:54:00;2;0
SESS-10126;USR-1223;PC-20;2026-08-31 21:04:00;1;0
SESS-10127;USR-1250;PC-05;2026-08-15 16:30:00;2;0
SESS-10128;USR-1167;PC-03;2026-08-31 17:38:00;4;0
SESS-10129;USR-1299;PC-31;2026-08-07 09:43:00;2;0
SESS-10130;USR-1302;PC-19;2026-08-11 15:04:00;3;1
SESS-10131;USR-1046;PC-20;2026-08-16 21:14:00;3;0
SESS-10132;USR-1281;PC-12;2026-08-26 10:00:00;1;0
SESS-10133;USR-1100;PC-32;2026-08-01 21:27:00;4;1
SESS-10134;USR-1435;PC-06;2026-08-05 21:13:00;4;0
SESS-10135;USR-1176;PC-12;2026-08-05 23:20:00;1;0
SESS-10136;USR-1370;PC-12;2026-08-08 09:14:00;4;0
SESS-10137;USR-1327;PC-17;2026-08-06 17:09:00;1;0
SESS-10138;;PC-26;2026-08-22 09:35:00;1;0
SESS-10139;USR-1301;PC-36;2026-08-01 19:10:00;1;0
SESS-10140;USR-1433;PC-35;2026-08-01 16:03:00;1;0
SESS-10141;USR-1349;PC-14;2026-08-14 22:23:00;1;0
SESS-10142;USR-1072;PC-23;2026-08-04 09:35:00;2;0
SESS-10143;USR-1150;PC-21;2026-08-28 21:07:00;3;0
SESS-10144;USR-1415;PC-17;2026-08-17 10:53:00;1;1
SESS-10145;USR-1005;PC-35;2026-08-17 09:36:00;4;1
SESS-10146;USR-1416;PC-30;2026-08-07 17:37:00;2;0
SESS-10147;USR-1360;PC-37;2026-08-11 19:40:00;3;0
SESS-10148;USR-1284;PC-36;2026-08-15 14:02:00;1;1
SESS-10149;USR-1103;PC-15;2026-08-28 12:58:00;1;0
SESS-10150;USR-1167;PC-34;2026-08-25 13:23:00;3;1
SESS-10151;USR-1212;PC-29;2026-08-05 15:17:00;3;0
SESS-10152;USR-1329;PC-32;2026-08-20 12:23:00;3;1
SESS-10153;USR-1138;PC-10;2026-08-18 18:41:00;1;0
SESS-10154;;PC-10;2026-08-07 21:58:00;2;0
SESS-10155;USR-1427;PC-34;2026-08-24 09:09:00;2;1
SESS-10156;USR-1174;PC-25;2026-08-14 09:34:00;3;0
SESS-10157;USR-1033;PC-33;2026-08-15 22:45:00;2;0
SESS-10158;USR-1147;PC-23;2026-08-31 12:30:00;3;0
SESS-10159;USR-1050;PC-26;2026-08-13 15:25:00;1;0
SESS-10160;USR-1378;PC-19;2026-08-08 20:23:00;8;0
SESS-10161;USR-1393;PC-22;2026-08-28 09:08:00;5;0
SESS-10162;USR-1073;PC-11;2026-08-12 23:41:00;3;0
SESS-10163;USR-1243;PC-32;2026-08-03 10:32:00;5;1
SESS-10164;USR-1384;PC-31;2026-08-08 23:06:00;2;0
SESS-10165;USR-1433;PC-16;2026-08-14 19:26:00;1;0
SESS-10166;USR-1391;PC-20;2026-08-23 23:15:00;3;0
SESS-10167;USR-1297;PC-17;2026-08-30 23:26:00;2;0
SESS-10168;USR-1430;PC-21;2026-08-31 11:17:00;1;0
SESS-10169;USR-1228;PC-12;2026-08-30 15:53:00;2;0
SESS-10170;USR-1350;PC-06;2026-08-13 14:51:00;2;0
SESS-10171;USR-1368;PC-22;2026-08-26 23:21:00;1;0
SESS-10172;USR-1162;PC-02;2026-08-24 11:33:00;3;0
SESS-10173;USR-1210;PC-33;2026-08-26 20:00:00;1;0
SESS-10174;USR-1285;PC-08;2026-08-05 22:54:00;2;0
SESS-10175;USR-1321;PC-07;2026-08-19 13:55:00;1;0
SESS-10176;USR-1324;PC-11;2026-08-05 11:33:00;3;0
SESS-10177;USR-1001;PC-21;2026-08-18 22:44:00;2;0
SESS-10178;USR-1248;PC-13;2026-08-23 11:20:00;2;0
SESS-10179;USR-1436;PC-01;2026-08-27 14:23:00;4;0
SESS-10180;USR-1288;PC-23;2026-08-29 20:42:00;1;0
SESS-10181;USR-1397;PC-18;2026-08-20 18:38:00;2;0
SESS-10182;USR-1292;PC-27;2026-08-07 17:44:00;3;1
SESS-10183;USR-1323;PC-06;2026-08-11 15:10:00;2;1
SESS-10184;USR-1376;PC-02;2026-08-04 14:07:00;3;0
SESS-10185;;PC-19;2026-08-17 15:42:00;1;0
SESS-10186;USR-1188;PC-19;2026-08-18 16:05:00;3;0
SESS-10187;USR-1003;PC-31;2026-08-03 11:04:00;1;0
SESS-10188;USR-1257;PC-22;2026-08-07 19:05:00;2;0
SESS-10189;USR-1187;PC-22;2026-08-25 14:11:00;2;0
SESS-10190;USR-1269;PC-09;2026-08-11 22:59:00;1;0
SESS-10191;USR-1389;PC-12;2026-08-16 09:54:00;2;0
SESS-10192;USR-1223;PC-01;2026-08-19 15:43:00;2;0
SESS-10193;USR-1193;PC-05;2026-08-12 21:49:00;2;0
SESS-10194;USR-1190;PC-36;2026-08-05 14:39:00;2;0
SESS-10195;USR-1367;PC-22;2026-08-29 14:08:00;3;0
SESS-10196;USR-1050;PC-10;2026-08-24 20:36:00;3;0
SESS-10197;USR-1170;PC-12;2026-08-12 15:24:00;3;0
SESS-10198;USR-1074;PC-04;2026-08-28 13:33:00;2;0
SESS-10199;USR-1423;PC-37;2026-08-07 14:32:00;3;0
SESS-10200;USR-1258;PC-30;2026-08-13 21:28:00;1;0
SESS-10201;USR-1335;PC-05;2026-08-14 17:13:00;5;0
SESS-10202;USR-1024;PC-09;2026-08-11 17:35:00;2;0
SESS-10203;USR-1359;PC-01;2026-08-13 16:56:00;2;0
SESS-10204;USR-1208;PC-36;2026-08-14 23:36:00;2;0
SESS-10205;;PC-20;2026-08-11 15:28:00;3;0
SESS-10206;;PC-04;2026-08-05 10:50:00;2;0
SESS-10207;;PC-28;2026-08-09 11:59:00;3;0
SESS-10208;USR-1366;PC-18;2026-08-13 10:29:00;1;0
SESS-10209;USR-1343;PC-05;2026-08-03 21:52:00;2;0
SESS-10210;USR-1133;PC-26;2026-08-28 14:27:00;3;0
SESS-10211;USR-1396;PC-31;2026-08-22 14:20:00;2;0
SESS-10212;USR-1170;PC-10;2026-08-05 22:18:00;4;1
SESS-10213;USR-1047;PC-12;2026-08-16 20:23:00;2;1
SESS-10214;USR-1092;PC-16;2026-08-08 10:07:00;1;0
SESS-10215;USR-1388;PC-01;2026-08-07 20:50:00;1;0
SESS-10216;;PC-25;2026-08-02 22:17:00;2;0
SESS-10217;USR-1061;PC-22;2026-08-24 22:12:00;1;0
SESS-10218;USR-1360;PC-24;2026-08-18 12:04:00;4;1
SESS-10219;USR-1428;PC-01;2026-08-26 15:56:00;1;1
SESS-10220;USR-1259;PC-20;2026-08-16 21:31:00;2;0
SESS-10221;USR-1373;PC-30;2026-08-11 18:02:00;5;0
SESS-10222;USR-1299;PC-37;2026-08-01 20:30:00;1;1
SESS-10223;USR-1174;PC-22;2026-08-09 11:29:00;1;0
SESS-10224;USR-1294;PC-12;2026-08-21 13:25:00;1;0
SESS-10225;USR-1374;PC-36;2026-08-27 12:34:00;3;0
SESS-10226;USR-1136;PC-14;2026-08-15 13:50:00;2;1
SESS-10227;USR-1175;PC-23;2026-08-24 12:14:00;4;0
SESS-10228;USR-1246;PC-32;2026-08-29 18:06:00;2;0
SESS-10229;USR-1163;PC-09;2026-08-07 10:27:00;3;0
SESS-10230;USR-1122;PC-22;2026-08-30 13:13:00;3;0
SESS-10231;USR-1053;PC-13;2026-08-05 11:46:00;2;1
SESS-10232;USR-1344;PC-29;2026-08-31 19:05:00;1;0
SESS-10233;USR-1422;PC-30;2026-08-25 14:59:00;4;1
SESS-10234;USR-1007;PC-08;2026-08-02 16:42:00;4;0
SESS-10235;;PC-25;2026-08-08 16:21:00;2;0
SESS-10236;USR-1335;PC-03;2026-08-27 19:56:00;2;0
SESS-10237;USR-1181;PC-03;2026-08-14 18:11:00;5;0
SESS-10238;USR-1098;PC-01;2026-08-19 10:39:00;3;0
SESS-10239;USR-1292;PC-19;2026-08-22 20:32:00;1;0
SESS-10240;USR-1181;PC-12;2026-08-06 22:30:00;1;0
SESS-10241;USR-1136;PC-19;2026-08-15 19:48:00;2;0
SESS-10242;USR-1045;PC-05;2026-08-02 17:28:00;3;0
SESS-10243;USR-1384;PC-27;2026-08-05 10:53:00;2;0
SESS-10244;USR-1282;PC-17;2026-08-24 11:36:00;1;0
SESS-10245;USR-1300;PC-06;2026-08-16 09:27:00;1;0
SESS-10246;USR-1040;PC-34;2026-08-07 11:46:00;3;0
SESS-10247;;PC-23;2026-08-07 16:11:00;2;0
SESS-10248;USR-1384;PC-28;2026-08-30 21:45:00;3;0
SESS-10249;USR-1051;PC-15;2026-08-05 11:17:00;3;1
SESS-10250;USR-1123;PC-21;2026-08-29 20:25:00;1;0
SESS-10251;USR-1332;PC-17;2026-08-07 20:51:00;1;0
SESS-10252;;PC-23;2026-08-10 15:15:00;1;0
SESS-10253;USR-1380;PC-14;2026-08-25 13:50:00;1;0
SESS-10254;USR-1246;PC-29;2026-08-07 16:02:00;2;0
SESS-10255;USR-1223;PC-13;2026-08-21 12:19:00;1;0
SESS-10256;USR-1317;PC-16;2026-08-01 11:23:00;4;0
SESS-10257;USR-1066;PC-04;2026-08-16 14:11:00;5;1
SESS-10258;USR-1075;PC-19;2026-08-15 23:44:00;2;1
SESS-10259;USR-1221;PC-33;2026-08-09 09:40:00;1;0
SESS-10260;USR-1145;PC-25;2026-08-29 21:22:00;2;0
SESS-10261;USR-1130;PC-30;2026-08-05 21:02:00;1;1
SESS-10262;USR-1377;PC-13;2026-08-06 14:47:00;1;0
SESS-10263;USR-1112;PC-36;2026-08-08 16:50:00;1;1
SESS-10264;USR-1296;PC-06;2026-08-24 09:10:00;5;0
SESS-10265;USR-1088;PC-22;2026-08-26 23:42:00;2;0
SESS-10266;USR-1291;PC-01;2026-08-25 10:52:00;2;0
SESS-10267;USR-1358;PC-09;2026-08-23 16:19:00;2;0
SESS-10268;USR-1043;PC-03;2026-08-29 16:56:00;2;1
SESS-10269;USR-1424;PC-31;2026-08-12 16:33:00;1;1
SESS-10270;USR-1404;PC-02;2026-08-11 15:11:00;3;1
SESS-10271;USR-1015;PC-23;2026-08-09 22:08:00;1;0
SESS-10272;USR-1326;PC-22;2026-08-18 22:34:00;3;0
SESS-10273;USR-1225;PC-32;2026-08-23 20:43:00;1;1
SESS-10274;USR-1348;PC-08;2026-08-18 16:48:00;2;0
SESS-10275;USR-1212;PC-22;2026-08-04 10:16:00;1;0
SESS-10276;USR-1006;PC-14;2026-08-06 11:39:00;2;0
SESS-10277;USR-1258;PC-16;2026-08-22 15:09:00;1;1
SESS-10278;USR-1209;PC-26;2026-08-06 12:42:00;2;0
SESS-10279;USR-1407;PC-23;2026-08-23 14:18:00;1;1
SESS-10280;USR-1326;PC-12;2026-08-30 23:12:00;3;1
SESS-10281;USR-1125;PC-34;2026-08-08 15:28:00;1;0
SESS-10282;USR-1058;PC-32;2026-08-03 18:44:00;2;1
SESS-10283;USR-1020;PC-25;2026-08-14 23:37:00;3;0
SESS-10284;USR-1054;PC-10;2026-08-04 17:22:00;1;1
SESS-10285;USR-1389;PC-36;2026-08-15 15:20:00;3;0
SESS-10286;;PC-30;2026-08-19 13:54:00;1;0
SESS-10287;USR-1338;PC-24;2026-08-09 14:02:00;1;1
SESS-10288;USR-1348;PC-29;2026-08-04 19:14:00;1;0
SESS-10289;USR-1274;PC-37;2026-08-30 21:32:00;2;1
SESS-10290;USR-1039;PC-19;2026-08-17 18:11:00;8;0
SESS-10291;USR-1016;PC-16;2026-08-08 11:15:00;3;0
SESS-10292;USR-1389;PC-26;2026-08-19 12:20:00;2;0
SESS-10293;USR-1183;PC-03;2026-08-11 20:48:00;1;0
SESS-10294;USR-1286;PC-34;2026-08-23 18:50:00;4;0
SESS-10295;USR-1275;PC-29;2026-08-30 13:28:00;1;0
SESS-10296;USR-1179;PC-34;2026-08-15 11:23:00;3;0
SESS-10297;USR-1383;PC-06;2026-08-24 12:07:00;5;0
SESS-10298;USR-1231;PC-25;2026-08-11 22:07:00;2;1
SESS-10299;;PC-25;2026-08-18 11:30:00;3;0
SESS-10300;USR-1332;PC-06;2026-08-07 17:33:00;1;1
SESS-10301;;PC-21;2026-08-05 23:22:00;4;0
SESS-10302;USR-1151;PC-16;2026-08-18 15:18:00;2;0
SESS-10303;USR-1044;PC-01;2026-08-12 15:05:00;2;0
SESS-10304;USR-1182;PC-09;2026-08-21 18:42:00;2;0
SESS-10305;USR-1022;PC-21;2026-08-20 17:42:00;2;1
SESS-10306;USR-1242;PC-15;2026-08-02 11:25:00;4;0
SESS-10307;USR-1189;PC-11;2026-08-03 09:15:00;4;0
SESS-10308;USR-1094;PC-09;2026-08-29 21:54:00;2;0
SESS-10309;USR-1109;PC-08;2026-08-01 11:45:00;2;0
SESS-10310;USR-1101;PC-21;2026-08-06 13:35:00;5;0
SESS-10311;USR-1271;PC-13;2026-08-22 11:29:00;3;0
SESS-10312;USR-1303;PC-02;2026-08-18 22:07:00;3;0
SESS-10313;USR-1407;PC-28;2026-08-25 21:55:00;1;0
SESS-10314;USR-1255;PC-05;2026-08-31 16:26:00;1;0
SESS-10315;USR-1429;PC-14;2026-08-06 12:48:00;1;1
SESS-10316;USR-1174;PC-06;2026-08-15 21:23:00;1;0
SESS-10317;USR-1347;PC-09;2026-08-06 22:35:00;1;0
SESS-10318;USR-1349;PC-32;2026-08-26 14:11:00;3;0
SESS-10319;USR-1312;PC-13;2026-08-09 14:09:00;3;0
SESS-10320;;PC-37;2026-08-31 10:08:00;1;0
SESS-10321;USR-1185;PC-37;2026-08-19 22:12:00;1;0
SESS-10322;USR-1217;PC-11;2026-08-16 19:53:00;2;1
SESS-10323;USR-1235;PC-30;2026-08-27 22:32:00;4;1
SESS-10324;USR-1283;PC-37;2026-08-11 23:35:00;4;0
SESS-10325;USR-1252;PC-21;2026-08-08 19:54:00;2;0
SESS-10326;;PC-14;2026-08-18 18:45:00;3;1
SESS-10327;USR-1390;PC-01;2026-08-16 14:37:00;3;0
SESS-10328;USR-1127;PC-31;2026-08-21 20:14:00;4;0
SESS-10329;USR-1240;PC-25;2026-08-06 16:45:00;2;0
SESS-10330;USR-1411;PC-19;2026-08-12 15:44:00;3;0
SESS-10331;USR-1044;PC-17;2026-08-04 17:14:00;3;0
SESS-10332;USR-1009;PC-03;2026-08-13 20:21:00;1;0
SESS-10333;USR-1413;PC-31;2026-08-14 14:38:00;2;0
SESS-10334;USR-1057;PC-31;2026-08-19 15:29:00;2;1
SESS-10335;;PC-25;2026-08-03 16:16:00;2;0
SESS-10336;USR-1120;PC-05;2026-08-06 16:15:00;3;0
SESS-10337;USR-1016;PC-12;2026-08-22 15:49:00;1;1
SESS-10338;USR-1237;PC-12;2026-08-30 15:12:00;1;1
SESS-10339;USR-1318;PC-16;2026-08-10 13:16:00;4;1
SESS-10340;USR-1324;PC-15;2026-08-07 12:40:00;3;0
SESS-10341;USR-1372;PC-08;2026-08-02 15:26:00;3;0
SESS-10342;USR-1402;PC-21;2026-08-24 13:06:00;2;0
SESS-10343;USR-1056;PC-08;2026-08-25 22:53:00;3;0
SESS-10344;USR-1205;PC-06;2026-08-15 13:59:00;2;0
SESS-10345;USR-1097;PC-23;2026-08-03 17:19:00;2;1
SESS-10346;USR-1086;PC-02;2026-08-18 09:36:00;3;0
SESS-10347;;PC-02;2026-08-28 15:44:00;1;1
SESS-10348;USR-1145;PC-21;2026-08-07 12:17:00;2;0
SESS-10349;USR-1431;PC-29;2026-08-16 10:00:00;1;0
SESS-10350;USR-1002;PC-14;2026-08-23 13:53:00;4;0
SESS-10351;USR-1143;PC-31;2026-08-27 20:09:00;4;1
SESS-10352;USR-1341;PC-03;2026-08-07 13:11:00;2;0
SESS-10353;USR-1386;PC-08;2026-08-24 21:34:00;1;1
SESS-10354;;PC-07;2026-08-02 21:41:00;4;1
SESS-10355;;PC-02;2026-08-02 10:15:00;8;0
SESS-10356;;PC-21;2026-08-07 10:24:00;1;0
SESS-10357;USR-1310;PC-15;2026-08-05 12:49:00;1;1
SESS-10358;USR-1280;PC-17;2026-08-21 13:38:00;3;0
SESS-10359;USR-1267;PC-30;2026-08-31 23:46:00;2;0
SESS-10360;USR-1408;PC-07;2026-08-28 23:15:00;2;1
SESS-10361;USR-1182;PC-05;2026-08-25 23:06:00;1;0
SESS-10362;USR-1079;PC-19;2026-08-16 12:36:00;2;0
SESS-10363;USR-1268;PC-15;2026-08-15 18:43:00;1;0
SESS-10364;USR-1007;PC-31;2026-08-22 23:23:00;2;0
SESS-10365;USR-1081;PC-18;2026-08-31 18:38:00;2;0
SESS-10366;USR-1374;PC-07;2026-08-08 12:15:00;3;0
SESS-10367;USR-1276;PC-07;2026-08-04 22:59:00;3;0
SESS-10368;USR-1396;PC-07;2026-08-29 14:45:00;2;0
SESS-10369;USR-1219;PC-36;2026-08-31 09:46:00;2;0
SESS-10370;USR-1089;PC-32;2026-08-16 20:21:00;3;0
SESS-10371;USR-1230;PC-02;2026-08-01 16:52:00;4;0
SESS-10372;USR-1146;PC-34;2026-08-08 14:51:00;3;1
SESS-10373;USR-1438;PC-16;2026-08-04 12:28:00;2;0
SESS-10374;USR-1339;PC-07;2026-08-13 10:14:00;3;1
SESS-10375;USR-1338;PC-06;2026-08-03 16:33:00;2;0
SESS-10376;;PC-06;2026-08-22 23:28:00;3;0
SESS-10377;USR-1076;PC-33;2026-08-25 22:27:00;4;1
SESS-10378;USR-1400;PC-01;2026-08-29 22:52:00;2;1
SESS-10379;;PC-31;2026-08-08 10:18:00;2;0
SESS-10380;USR-1230;PC-06;2026-08-22 13:16:00;1;0
SESS-10381;USR-1147;PC-32;2026-08-05 14:54:00;2;0
SESS-10382;USR-1385;PC-06;2026-08-24 13:11:00;1;0
SESS-10383;USR-1162;PC-06;2026-08-21 16:50:00;2;0
SESS-10384;USR-1287;PC-21;2026-08-15 17:04:00;2;1
SESS-10385;USR-1023;PC-15;2026-08-14 23:27:00;5;0
SESS-10386;USR-1406;PC-35;2026-08-26 13:23:00;1;0
SESS-10387;USR-1085;PC-01;2026-08-25 11:50:00;2;0
SESS-10388;USR-1219;PC-26;2026-08-03 20:23:00;1;0
SESS-10389;USR-1019;PC-35;2026-08-09 16:47:00;2;0
SESS-10390;USR-1164;PC-06;2026-08-07 13:38:00;3;1
SESS-10391;USR-1369;PC-32;2026-08-22 19:20:00;2;1
SESS-10392;;PC-24;2026-08-05 18:51:00;2;0
SESS-10393;USR-1147;PC-24;2026-08-25 18:50:00;3;0
SESS-10394;USR-1027;PC-25;2026-08-08 19:28:00;2;0
SESS-10395;USR-1061;PC-25;2026-08-27 17:23:00;4;0
SESS-10396;USR-1271;PC-25;2026-08-07 22:20:00;3;0
SESS-10397;USR-1008;PC-01;2026-08-31 23:24:00;3;0
SESS-10398;;PC-31;2026-08-20 13:20:00;1;1
SESS-10399;USR-1127;PC-03;2026-08-28 09:39:00;1;0
SESS-10400;USR-1058;PC-16;2026-08-24 19:23:00;2;0
SESS-10401;USR-1149;PC-28;2026-08-20 14:15:00;1;0
