session_id;user_id;pc_id;pc_zone;date;hours_played;pc_paid;discount_promo;bar_orders
SESS-30024;USR-3075;PC-36;Bootcamp;2026-08-31 01:59:00;4;540;1;[]
SESS-30025;USR-3029;PC-12;Standard;2026-08-18 17:20:00;5;450;1;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30026;USR-3673;PC-29;Bootcamp;2026-08-15 04:10:00;1;150;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30027;;PC-29;Standard;2026-08-19 05:13:00;2;200;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30028;USR-3064;PC-35;Standard;2026-08-11 20:58:00;2;200;0;[]
SESS-30029;USR-3675;PC-44;Bootcamp;2026-08-16 03:07:00;4;600;0;[]
SESS-30030;USR-3434;PC-18;Bootcamp;2026-08-02 05:43:00;2;300;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30031;USR-3036;PC-22;PS5;2026-08-12 22:49:00;5;1250;0;[]
SESS-30032;USR-3044;PC-43;Bootcamp;2026-08-29 14:36:00;5;750;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}, {""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-02"", ""qty"": 3, ""price"": 200}]"
SESS-30033;USR-3151;PC-41;VIP;2026-08-01 22:28:00;2;400;0;[]
SESS-30034;USR-3640;PC-32;Standard;2026-08-02 06:43:00;1;100;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30035;USR-3236;PC-11;Bootcamp;2026-08-13 17:04:00;5;675;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30036;USR-3181;PC-04;Standard;2026-08-20 05:40:00;3;270;1;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30037;USR-3251;PC-04;Standard;2026-08-24 18:27:00;2;180;1;[]
SESS-30038;USR-3533;PC-12;PS5;2026-08-04 09:32:00;2;500;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30039;USR-3612;PC-04;VIP;2026-08-12 16:44:00;12;2160;1;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30040;;PC-21;Bootcamp;2026-08-09 02:37:00;1;150;0;[]
SESS-30041;USR-3410;PC-06;VIP;2026-08-28 10:22:00;1;200;0;"[{""item_id"": ""BAR-16"", ""qty"": 1, ""price"": 170}]"
SESS-30042;USR-3349;PC-18;Standard;2026-08-30 11:43:00;2;200;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30043;USR-3043;PC-39;Standard;2026-08-31 13:41:00;2;200;0;[]
SESS-30044;;PC-25;Standard;2026-08-15 20:00:00;3;300;0;[]
SESS-30045;USR-3365;PC-21;PS5;2026-08-27 02:38:00;4;1000;0;[]
SESS-30046;USR-3353;PC-37;Standard;2026-08-10 19:30:00;1;100;0;[]
SESS-30047;USR-3265;PC-19;Bootcamp;2026-08-28 19:53:00;4;540;1;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30048;USR-3574;PC-08;Bootcamp;2026-08-24 00:34:00;1;150;0;[]
SESS-30049;USR-3313;PC-05;Standard;2026-08-03 20:31:00;1;100;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30050;;PC-18;Standard;2026-08-22 16:16:00;3;300;0;"[{""item_id"": ""BAR-11"", ""qty"": 3, ""price"": 220}]"
SESS-30051;USR-3442;PC-18;VIP;2026-08-05 20:26:00;3;540;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30052;USR-3203;PC-26;Standard;2026-08-01 15:49:00;3;270;1;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30053;USR-3425;PC-37;VIP;2026-08-14 23:28:00;1;200;0;[]
SESS-30054;USR-3172;PC-45;Standard;2026-08-09 09:18:00;1;100;0;[]
SESS-30055;;PC-27;VIP;2026-08-09 18:42:00;2;400;0;[]
SESS-30056;USR-3650;PC-04;Bootcamp;2026-08-06 05:22:00;4;600;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30057;USR-3673;PC-01;Standard;2026-08-21 06:10:00;1;100;0;"[{""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30058;USR-3594;PC-14;Bootcamp;2026-08-08 06:42:00;5;750;0;[]
SESS-30059;USR-3509;PC-18;Standard;2026-08-05 18:13:00;4;400;0;[]
SESS-30060;USR-3629;PC-40;Bootcamp;2026-08-31 12:22:00;3;405;1;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}, {""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30061;USR-3570;PC-03;VIP;2026-08-15 04:10:00;3;600;0;[]
SESS-30062;USR-3652;PC-19;Standard;2026-08-14 15:55:00;1;100;0;[]
SESS-30063;USR-3561;PC-25;Bootcamp;2026-08-04 03:00:00;5;750;0;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30064;USR-3367;PC-06;Bootcamp;2026-08-05 09:22:00;1;150;0;[]
SESS-30065;USR-3645;PC-29;Bootcamp;2026-08-25 16:29:00;3;450;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30066;USR-3056;PC-31;VIP;2026-08-21 08:55:00;5;900;1;[]
SESS-30067;USR-3421;PC-02;Bootcamp;2026-08-21 02:40:00;1;150;0;[]
SESS-30068;USR-3452;PC-06;Bootcamp;2026-08-19 22:04:00;2;300;0;"[{""item_id"": ""BAR-06"", ""qty"": 4, ""price"": 160}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30069;USR-3595;PC-36;PS5;2026-08-08 12:48:00;3;750;0;[]
SESS-30070;USR-3355;PC-02;Standard;2026-08-09 08:42:00;1;100;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}]"
SESS-30071;USR-3026;PC-32;Bootcamp;2026-08-22 05:06:00;2;300;0;[]
SESS-30072;USR-3100;PC-35;Standard;2026-08-29 19:03:00;1;100;0;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30073;;PC-17;Standard;2026-08-13 19:06:00;2;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30074;;PC-22;VIP;2026-08-21 11:02:00;3;600;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}]"
SESS-30075;USR-3336;PC-04;Standard;2026-08-29 01:44:00;2;200;0;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30076;USR-3123;PC-43;Standard;2026-08-31 19:12:00;3;270;1;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30077;USR-3091;PC-20;VIP;2026-08-28 18:45:00;4;720;1;[]
SESS-30078;USR-3124;PC-02;Standard;2026-08-24 13:51:00;4;360;1;"[{""item_id"": ""BAR-14"", ""qty"": 1, ""price"": 110}]"
SESS-30079;USR-3162;PC-33;Standard;2026-08-01 14:42:00;2;200;0;[]
SESS-30080;USR-3428;PC-24;Standard;2026-08-09 11:40:00;2;200;0;[]
SESS-30081;USR-3062;PC-13;Standard;2026-08-10 13:39:00;2;200;0;"[{""item_id"": ""BAR-15"", ""qty"": 2, ""price"": 140}, {""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}]"
SESS-30082;USR-3044;PC-08;Bootcamp;2026-08-06 13:34:00;2;300;0;[]
SESS-30083;USR-3048;PC-37;Standard;2026-08-04 13:21:00;5;500;0;[]
SESS-30084;USR-3256;PC-30;VIP;2026-08-21 22:19:00;2;400;0;"[{""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}]"
SESS-30085;USR-3168;PC-16;VIP;2026-08-16 19:16:00;1;200;0;[]
SESS-30086;USR-3181;PC-26;Standard;2026-08-31 14:57:00;3;300;0;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30087;USR-3558;PC-28;PS5;2026-08-16 17:59:00;3;675;1;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30088;USR-3394;PC-19;VIP;2026-08-01 06:49:00;2;400;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30089;USR-3606;PC-08;VIP;2026-08-10 06:48:00;2;400;0;[]
SESS-30090;USR-3664;PC-35;Bootcamp;2026-08-06 19:10:00;1;150;0;"[{""item_id"": ""BAR-09"", ""qty"": 2, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-14"", ""qty"": 1, ""price"": 110}]"
SESS-30091;USR-3184;PC-13;Standard;2026-08-11 15:45:00;1;100;0;[]
SESS-30092;USR-3313;PC-17;Standard;2026-08-30 07:28:00;2;200;0;"[{""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}]"
SESS-30093;USR-3447;PC-43;Standard;2026-08-23 14:06:00;3;300;0;[]
SESS-30094;USR-3269;PC-45;Bootcamp;2026-08-07 15:55:00;4;540;1;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30095;USR-3086;PC-40;Bootcamp;2026-08-04 23:35:00;2;300;0;[]
SESS-30096;USR-3308;PC-29;Standard;2026-08-14 15:58:00;3;300;0;[]
SESS-30097;USR-3009;PC-20;Standard;2026-08-01 13:51:00;4;400;0;[]
SESS-30098;USR-3322;PC-42;Bootcamp;2026-08-13 07:24:00;1;150;0;"[{""item_id"": ""BAR-14"", ""qty"": 1, ""price"": 110}]"
SESS-30099;USR-3563;PC-21;Standard;2026-08-27 11:07:00;1;100;0;"[{""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30100;USR-3199;PC-10;Standard;2026-08-27 18:56:00;3;270;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30101;USR-3207;PC-23;VIP;2026-08-19 00:08:00;2;400;0;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30102;USR-3679;PC-18;VIP;2026-08-30 14:07:00;5;900;1;"[{""item_id"": ""BAR-09"", ""qty"": 2, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 3, ""price"": 160}]"
SESS-30103;USR-3230;PC-32;Standard;2026-08-15 22:38:00;2;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30104;USR-3102;PC-04;Standard;2026-08-26 22:53:00;8;800;0;[]
SESS-30105;USR-3482;PC-08;Standard;2026-08-19 06:40:00;1;100;0;[]
SESS-30106;USR-3339;PC-31;Bootcamp;2026-08-24 01:35:00;1;150;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30107;USR-3250;PC-07;Standard;2026-08-01 08:25:00;12;1080;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30108;USR-3174;PC-27;VIP;2026-08-26 14:31:00;3;540;1;"[{""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}, {""item_id"": ""BAR-09"", ""qty"": 2, ""price"": 90}]"
SESS-30109;USR-3280;PC-13;VIP;2026-08-03 18:56:00;2;400;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30110;USR-3608;PC-05;Standard;2026-08-21 02:45:00;1;100;0;[]
SESS-30111;USR-3438;PC-42;Bootcamp;2026-08-14 00:03:00;4;540;1;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30112;USR-3412;PC-11;VIP;2026-08-04 20:27:00;2;400;0;[]
SESS-30113;USR-3366;PC-39;Standard;2026-08-20 07:03:00;3;300;0;"[{""item_id"": ""BAR-14"", ""qty"": 1, ""price"": 110}]"
SESS-30114;USR-3272;PC-23;PS5;2026-08-24 04:50:00;2;500;0;"[{""item_id"": ""BAR-07"", ""qty"": 2, ""price"": 280}]"
SESS-30115;USR-3270;PC-22;PS5;2026-08-06 01:08:00;4;900;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30116;USR-3023;PC-11;Standard;2026-08-10 05:40:00;1;100;0;[]
SESS-30117;USR-3183;PC-07;Bootcamp;2026-08-28 23:04:00;2;300;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30118;USR-3503;PC-45;PS5;2026-08-01 11:25:00;2;500;0;[]
SESS-30119;USR-3022;PC-39;Bootcamp;2026-08-21 03:58:00;5;675;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30120;USR-3118;PC-40;PS5;2026-08-28 04:00:00;5;1125;1;[]
SESS-30121;USR-3675;PC-23;Standard;2026-08-05 22:30:00;3;270;1;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30122;USR-3056;PC-31;Bootcamp;2026-08-17 20:51:00;1;150;0;[]
SESS-30123;USR-3578;PC-26;Standard;2026-08-22 19:44:00;2;200;0;[]
SESS-30124;USR-3399;PC-09;Standard;2026-08-07 11:10:00;1;100;0;[]
SESS-30125;USR-3382;PC-18;Bootcamp;2026-08-26 05:28:00;5;675;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30126;USR-3492;PC-12;Standard;2026-08-11 04:56:00;1;100;0;[]
SESS-30127;USR-3470;PC-12;VIP;2026-08-26 13:38:00;1;200;0;[]
SESS-30128;USR-3212;PC-18;Standard;2026-08-18 04:43:00;1;100;0;[]
SESS-30129;USR-3543;PC-07;Standard;2026-08-06 01:26:00;1;100;0;[]
SESS-30130;USR-3620;PC-26;VIP;2026-08-27 02:26:00;1;200;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}]"
SESS-30131;USR-3316;PC-06;Bootcamp;2026-08-03 07:04:00;4;540;1;"[{""item_id"": ""BAR-04"", ""qty"": 2, ""price"": 100}, {""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}, {""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30132;USR-3254;PC-41;Bootcamp;2026-08-17 17:21:00;4;600;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}]"
SESS-30133;USR-3209;PC-14;Standard;2026-08-25 11:47:00;5;450;1;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30134;USR-3213;PC-35;Standard;2026-08-07 15:07:00;2;200;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30135;USR-3183;PC-16;Standard;2026-08-31 19:35:00;2;180;1;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}]"
SESS-30136;USR-3085;PC-45;VIP;2026-08-25 08:32:00;2;400;0;"[{""item_id"": ""BAR-12"", ""qty"": 2, ""price"": 260}]"
SESS-30137;USR-3216;PC-24;Standard;2026-08-28 14:44:00;3;300;0;[]
SESS-30138;USR-3455;PC-19;VIP;2026-08-24 04:48:00;1;200;0;[]
SESS-30139;USR-3313;PC-08;VIP;2026-08-09 05:06:00;3;600;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}, {""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}]"
SESS-30140;USR-3490;PC-38;Standard;2026-08-30 18:41:00;1;100;0;[]
SESS-30141;;PC-31;Standard;2026-08-17 05:48:00;3;300;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30142;USR-3301;PC-26;Bootcamp;2026-08-06 13:05:00;4;600;0;[]
SESS-30143;USR-3371;PC-27;Bootcamp;2026-08-09 21:27:00;3;450;0;"[{""item_id"": ""BAR-07"", ""qty"": 2, ""price"": 280}, {""item_id"": ""BAR-03"", ""qty"": 3, ""price"": 240}]"
SESS-30144;USR-3247;PC-05;Standard;2026-08-26 10:16:00;3;270;1;"[{""item_id"": ""BAR-05"", ""qty"": 2, ""price"": 70}, {""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30145;USR-3202;PC-30;Standard;2026-08-09 13:46:00;2;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30146;USR-3063;PC-41;Standard;2026-08-08 16:00:00;1;100;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30147;USR-3408;PC-22;Standard;2026-08-13 15:07:00;2;200;0;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}]"
SESS-30148;USR-3263;PC-09;Bootcamp;2026-08-12 10:02:00;2;300;0;[]
SESS-30149;USR-3618;PC-31;Standard;2026-08-23 00:22:00;2;200;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30150;USR-3286;PC-17;Standard;2026-08-04 19:20:00;2;200;0;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}, {""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30151;USR-3121;PC-45;Standard;2026-08-19 16:19:00;4;360;1;[]
SESS-30152;USR-3296;PC-12;Standard;2026-08-05 04:10:00;2;200;0;[]
SESS-30153;USR-3010;PC-30;Bootcamp;2026-08-29 06:16:00;2;300;0;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}]"
SESS-30154;USR-3584;PC-24;Bootcamp;2026-08-13 08:34:00;4;600;0;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30155;USR-3148;PC-22;Standard;2026-08-29 02:39:00;4;400;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-07"", ""qty"": 3, ""price"": 280}]"
SESS-30156;USR-3440;PC-03;Standard;2026-08-15 06:31:00;2;200;0;[]
SESS-30157;USR-3071;PC-15;Standard;2026-08-19 08:37:00;2;180;1;"[{""item_id"": ""BAR-14"", ""qty"": 1, ""price"": 110}]"
SESS-30158;USR-3431;PC-38;VIP;2026-08-23 14:31:00;1;200;0;[]
SESS-30159;USR-3022;PC-15;Standard;2026-08-11 07:01:00;5;450;1;[]
SESS-30160;USR-3430;PC-19;VIP;2026-08-05 14:06:00;4;800;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30161;USR-3189;PC-43;Standard;2026-08-12 09:10:00;1;100;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30162;USR-3311;PC-14;Bootcamp;2026-08-06 00:18:00;3;450;0;[]
SESS-30163;USR-3204;PC-03;VIP;2026-08-11 12:50:00;1;200;0;[]
SESS-30164;USR-3499;PC-08;PS5;2026-08-08 17:58:00;2;500;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30165;USR-3640;PC-03;Standard;2026-08-26 03:53:00;1;100;0;"[{""item_id"": ""BAR-14"", ""qty"": 2, ""price"": 110}]"
SESS-30166;USR-3279;PC-30;Bootcamp;2026-08-16 14:05:00;1;150;0;[]
SESS-30167;USR-3209;PC-23;Standard;2026-08-03 17:50:00;2;200;0;"[{""item_id"": ""BAR-15"", ""qty"": 2, ""price"": 140}, {""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30168;USR-3671;PC-35;Standard;2026-08-23 19:58:00;1;100;0;[]
SESS-30169;USR-3247;PC-42;Bootcamp;2026-08-30 03:26:00;2;300;0;[]
SESS-30170;USR-3153;PC-13;Bootcamp;2026-08-18 14:11:00;3;450;0;[]
SESS-30171;;PC-21;Bootcamp;2026-08-31 14:48:00;1;150;0;"[{""item_id"": ""BAR-13"", ""qty"": 3, ""price"": 90}]"
SESS-30172;USR-3606;PC-19;Standard;2026-08-06 03:01:00;2;200;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}, {""item_id"": ""BAR-09"", ""qty"": 2, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30173;USR-3515;PC-10;PS5;2026-08-28 15:38:00;4;1000;0;[]
SESS-30174;USR-3461;PC-13;Standard;2026-08-31 02:29:00;2;200;0;[]
SESS-30175;USR-3490;PC-16;VIP;2026-08-17 23:53:00;2;400;0;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-06"", ""qty"": 2, ""price"": 160}]"
SESS-30176;USR-3490;PC-38;VIP;2026-08-10 19:09:00;3;600;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}]"
SESS-30177;USR-3542;PC-26;Standard;2026-08-14 00:10:00;5;450;1;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30178;USR-3204;PC-23;Standard;2026-08-23 06:21:00;2;200;0;"[{""item_id"": ""BAR-07"", ""qty"": 3, ""price"": 280}]"
SESS-30179;USR-3372;PC-31;Standard;2026-08-31 18:06:00;2;200;0;[]
SESS-30180;USR-3245;PC-18;Standard;2026-08-11 15:29:00;1;100;0;[]
SESS-30181;USR-3314;PC-37;Bootcamp;2026-08-07 23:53:00;4;600;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
