session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-11239;2026-08-30 17:01:20;USR-1049;2004-10-08;M;Bootcamp;2;390;300;Card;Dota 2;4.5;0
SESS-10492;2026-08-25 10:31:59;USR-1677;2002-06-03;F;Bootcamp;2;0;300;Card;Dota 2;5.0;0
SESS-13450;2026-08-05 14:17:05;USR-1593;2007-10-13;M;VIP;1;270;200;Card;CS2;;0
SESS-11857;2026-08-21 21:05:32;USR-1698;2005-01-27;F;PS5;2;0;500;App;CS2;;0
SESS-15092;2026-08-07 17:10:10;USR-1357;2005-11-04;M;Standard;5;0;500;App;Dota 2;;0
SESS-13493;2026-08-26 20:32:38;USR-1198;1998-09-28;M;PS5;4;1020;1000;Card;Deadlock;5.0;0
SESS-14589;2026-08-01 19:29:05;USR-1755;2012-03-10;M;Bootcamp;5;400;750;Card;CS2;4.0;0
SESS-14903;2026-08-01 14:42:08;USR-1097;2007-09-26; M ;Standard;1;0;100;App;GTA V;;0
SESS-13790;2026-08-01 17:50:58;USR-1514;2007-10-05;M;Bootcamp;2;320;300;Card;CS2;4.5;0
SESS-13886;2026-08-23 11:43:10;USR-1132;2002-11-16;M;Standard;3;240;300;Card;Minecraft;;0
SESS-12796;2026-08-09 22:45:49;USR-1002;1996-11-24;F;VIP;12;0;2160;App;GTA V;;1
SESS-10318;2026-08-27 19:35:34;USR-1578;2006-12-04;F;VIP;3;510;600;Card;Deadlock;4.0;0
SESS-10332;2026-08-01 17:53:23;USR-1179;1996-07-04;M;Standard;3;756;270;Card;GTA V;;1
SESS-12905;2026-08-03 13:44:20;USR-1583;2006-03-03;M;VIP;3;0;6ОО;Card;Dota 2;5.0;0
SESS-12272;2026-08-27 15:29:23;USR-1125;2008-02-15;F;Bootcamp;1;230;150;Card;Dota 2;;0
SESS-12429;2026-08-29 23:30:59;USR-1152;2004-05-13;M;Standard;12;1920;1200;App;CS2;2.0;0
SESS-11590;2026-08-14 20:31:29;USR-1048;2011-07-03;M;Standard;2;80;200;App;Minecraft;;0
SESS-13959;2026-08-03 15:10:41;USR-1143;2004-06-17;M;VIP ;2;160;200;Card;Deadlock;;0
SESS-11259;2026-08-11 09:56:30;USR-1294;2011-11-27;M;Bootcamp;2;80;300;App;Dota 2;4.0;0
SESS-15022;2026-08-07 17:41:36;USR-1614;1998-05-13;M;VIP;1 часа;560;180;Card;Cyberpunk 2077;;1
SESS-11347;2026-08-09 18:35:19;USR-1363;2010-11-11;M;Standard;8;0;800;App;Minecraft;;0
SESS-15652;2026-08-20 18:51:20;USR-1093;2006-12-04;M;Standard;1;160;100;Card;Deadlock;;0
SESS-10667;2026-08-07 17:52:09;USR-1767;2011-02-28;M;VIP;5;420;900;App;Dota 2;5.0;1
SESS-14200;2026-08-25 13:15:49;USR-1307;2006-06-14;F;Bootcamp;2;470;300;Card;Apex Legends;;0
SESS-11006;2026-08-13 12:41:28;USR-1251;2006-10-27;M;PS5;2;160;500;Card;Valorant;;0
SESS-14386;2026-08-25 22:53:20;USR-1203;2010-02-02;M;Standard;2;0;200;Card;Valorant;;0
SESS-13952;2026-08-31 13:12:29;USR-1378;2004-09-04;M;Standard;2;240;200;Card;CS2;3.0;0
SESS-13612;2026-08-30 16:53:09;USR-1076;2006-09-23;M;Bootcamp;2;0;300;;Deadlock;4.0;0
SESS-13051;2026-08-08 17:11:01;USR-1748;1995-03-25;M;PS5;2;0;500;Card;Deadlock;;0
SESS-14190;2026-08-12 23:07:18;USR-1559;2002-08-06;M;Standard;12;1920;1200;Card;Valorant;4.5;0
SESS-14147;2026-08-01 02:32:27;USR-1326;2006-01-11;M;Bootcamp;2;310;300;App;CS2;;0
SESS-14523;2026-08-29 15:24:37;USR-1478;2009-05-09;M;Standard;1;0;100;App;CS2;4.5;0
SESS-14244;2026-08-15 15:56:44;USR-1567;2005-12-12;M;Standard;4;0;400;Card;PUBG;4.5;0
SESS-10977;2026-08-16 14:02:45;USR-1365;2004-08-12;M;Standard;1;0;100;App;CS2;;0
SESS-10761;2026-08-20 09:57:54;USR-1447;2004-05-08;M;VIP;4;0;720;App;CS2;;1
SESS-12729;2026-08-08 10:36:09;USR-1446;2005-04-22;M;Bootcamp;3;0;405;Card;CS2;;1
SESS-14206;2026-08-06 18:01:06;USR-1123;2010-06-23;M;Standard;1;0;100;Cash;GTA V;;0
SESS-13291;2026-08-31 21:42:26;USR-1179;1996-07-04;M;PS5;3;510;750;Card;Cyberpunk 2077;;0
SESS-10146;2026-08-02 08:04:32;USR-1667;1999-08-22;M;VIP;2;0;400;Card;Cyberpunk 2077;;0
SESS-15346;2026-08-16 12:06:22;USR-1439;1997-08-22;M;Standard;1;0;100;Card;Browser/Work;;0
SESS-14251;2026-08-04 01:31:23;USR-1022;1996-04-14;F;Standard;5;1250;500;Card;Deadlock;4.5;0
SESS-13869;2026-08-09 20:14:34;USR-1008;2001-10-08;M;Standard;4;896;360;App;CS2;;1
SESS-13064;2026-08-25 20:34:26;USR-1203;2010-02-02;M;Standard;3;0;270;Cash;GTA V;4.0;1
SESS-12355;2026-08-28 20:00:16;USR-1075;2007-04-15;M;Standard;2;160;200;App;Deadlock;;0
SESS-13283;2026-08-22 09:52:13;USR-1054;2001-06-08;M;Bootcamp;1;310;150;Card;Valorant;;0
SESS-15207;2026-08-22 20:36:49;USR-1263;2001-11-11;F;VIP;1;240;200;Card;CS2;;0
SESS-13709;2026-08-22 14:48:12;USR-1002;1996-11-24;F;VIP;1;0;200;Card;GTA V;;0
SESS-10356;2026-08-31 04:08:32;USR-1065;2009-10-07;M;Standard;2;80;200;Card;GTA V;4.0;0
SESS-15384;2026-08-14 17:19:49;USR-1423;1998-05-20;M;Bootcamp;2;0;300;Card;CS2;;0
SESS-10362;2026-08-20 17:11:40;USR-1028;2009-01-21;M;Standard;2;0;200;Card;GTA V;1.0;0
SESS-13602;2026-08-01 17:53:28;USR-1357;2005-11-04;M;Standard;4;448;360;Cash;Valorant;5.0;1
SESS-13113;2026-08-01 21:14:34;USR-1016;2010-06-13;M;Standard;2;80;200;Cash;Minecraft;;0
SESS-10826;2026-08-30 20:28:36;USR-1296;2005-10-02;M;;PS5;2;160;Cash;CS2;;0
SESS-14318;2026-08-14 11:26:10;USR-1782;1996-09-04;M;PS5;3;0;750;App;Cyberpunk 2077;;0
SESS-11770;2026-08-30 00:58:40;USR-1125;2008-02-15;F;Standard;5;0;500;Card;CS2;4.0;0
SESS-14231;2026-08-04 18:00:20;USR-1567;2005-12-12;M;Standard;4;640;400;App;Dota 2;;0
SESS-13110;2026-08-06 12:03:00;USR-1090;2003-09-22;M;Bootcamp;1;270;150;App;Deadlock;5.0;0
SESS-12131;2026-08-02 14:27:31;USR-1349;2006-07-19;F;Standard;2;0;200;Card;Apex Legends;;0
SESS-10502;2026-08-14 15:58:16;USR-1134;2003-03-07;M;VIP;1;160;200;App;Dota 2;;0
SESS-15158;2026-08-15 14:41:36;USR-1153;;M;Bootcamp;2;0;300;Cash;CS2;4.5;0
SESS-13290;2026-08-28 16:51:23;USR-1329;1992-04-04;Мужской;Bootcamp;2;650;300;Card;Dota 2;;0
SESS-14726;2026-08-21 12:43:42;USR-1036;2005-01-27;F;VIP;2;0;400 ₽;Card;Dota 2;;0
SESS-11325;2026-08-15 06:43:49;USR-1056;2003-04-18;M;VIP;5;480;1000;Card;Dota 2;4.5;0
SESS-11602;2026-08-02 13:43:19;USR-1033;2011-10-23;M;Standard;1;0;100;Cash;CS2;;0
SESS-10727;2026-08-15 16:37:43;USR-1794;2003-10-21;M;Standard;1;0;100;App;Valorant;5.0;0
SESS-14019;2026-08-31 15:37:06;USR-1158;2006-02-28;M;VIP;4;560;720;Card;Dota 2;4.5;1
SESS-11140;2026-08-23 02:14:46;USR-1406;2003-01-24;m;VIP;12;0;2400;App;Dota 2;;0
SESS-14962;2026-08-02 20:38:05;USR-1028;2009-01-21;M;Standard;2;0;200;Cash;Dota 2;;0
SESS-15216;16.08.2026 18:46:48;USR-1025;2010-04-15;M;Standard;1;0;100;App;CS2;;0
SESS-13271;2026-08-14 01:32:35;USR-1025;2010-04-15;M;VIP;8;0;1600;Card;PUBG;;0
SESS-13967;2026-08-09 09:14:21;USR-1266;2007-08-23;M;Bootcamp;2;390;300;App;Valorant;4.0;0
SESS-14197;2026-08-18 14:46:41;USR-1055;2009-12-22;M;Standard;3;0;300;Card;Dota 2;5.0;0
SESS-10922;2026-08-23 18:49:11;USR-1385;2006-01-05;M; Bootcamp ;1;0;100;Card;Dota 2;;0
SESS-12185;2026-08-04 16:44:25;USR-1485;1992-09-11;F;VIP;5;0;1000;Card;Cyberpunk 2077;;0
SESS-13492;2026-08-26 07:09:26;USR-1677;2002-06-03;F;Bootcamp;1;0;150;Cash;CS2;5.0;0
SESS-11084;2026-08-01 23:38:09;USR-1759;2011-01-24;M;VIP;3;0;600;Card;Valorant;4.5;0
SESS-13138;2026-08-23 11:04:47;USR-1026;2009-07-02;M;Bootcamp;1;80;150;App;Valorant;;0
SESS-11327;2026-08-18 15:53:51;USR-1122;2009-12-01;M;Standard;4;0;400;;GTA V;4.5;0
SESS-15071;2026-08-30 19:53:15;USR-1003;2010-03-11;M;Standard;5;0;450;App;Minecraft;;1
SESS-10007;2026-08-08 12:22:26;USR-1092;2010-04-11;M;Standard;8;0;800;App;Dota 2;4.5;0
SESS-12606;2026-08-12 16:48:15;USR-1518;1991-12-19;F;PS5;1;480;250;App;CS2;;0
SESS-15347;2026-08-22 15:11:04;USR-1067;2004-08-24;M;Bootcamp;3;616;405;Cash;Dota 2;5.0;1
SESS-11394;2026-08-23 17:26:37;USR-1516;2006-11-07;M;Standard;2;0;200;App;CS2;;0
SESS-10533;2026-08-12 19:52:23;USR-1624;2008-07-06;M;Bootcamp;3;784;405;Card;Dota 2;4.0;1
SESS-13841;2026-08-19 16:12:28;USR-1748;1995-03-25;M;Standard;2;0;200;Card;GTA V;;0
SESS-14050;2026-08-15 19:30:42;USR-1471;2011-04-07;M;Bootcamp;4;224;540;Card;Dota 2;1.0;1
SESS-13376;2026-08-14 15:37:57;USR-1683;2005-12-06;F;PS5;2;0;500;App;GTA V;;0
SESS-14930;2026-08-06 21:03:56;USR-1078;2007-02-13;M;VIP;4;882;720;App;Valorant;4.0;1
SESS-13127;2026-08-20 12:44:56;USR-1274;2006-04-16;M;VIP;1;0;200;Card;CS2;5.0;0
SESS-14476;2026-08-14 02:26:04;USR-1347;25.11.2011;M;Standard;2;80;200;App;Valorant;;0
SESS-11512;2026-08-15 01:56:45;USR-1154;2010-04-23;M;Standard;8;0;800;App;Dota 2;4.5;0
SESS-12238;2026-08-27 11:49:42;USR-1073;2011-06-16;M;Standard;1;80;100;App;Deadlock;4.0;0
SESS-14368;2026-08-01 19:17:27;USR-1186;2006-06-16;M;Standard;2;320;200;App;Dota 2;3.0;0
SESS-15313;2026-08-20 22:13:59;USR-1603;2002-05-26;M;Standard;8;0;800;Card;CS2;4.5;0
SESS-15514;2026-08-03 23:03:37;USR-1713;2006-04-20;M;VIP;5;0;1000;Card;Deadlock;;0
SESS-13726;2026-08-17 17:13:11;USR-1793;2007-01-13;M;Standard;2;240;200;Card;Minecraft;;0
SESS-10662;2026-08-22 20:51:20;USR-1070;2006-03-07;M;Standard;2;448;180;Card;Deadlock;;1
SESS-13965;2026-08-10 21:13:19;USR-1604;2008-08-06;M;Bootcamp;2;0;300;Card;CS2;4.5;0
SESS-12356;2026-08-16 04:50:51;USR-1489;2004-01-03;F;PS5;3;672;675;Card;Valorant;;1
SESS-13316;2026-08-28 18:51:36;USR-1099;2005-08-08;M;VIP;1;434;180;Card;Dota 2;;1
SESS-13306;2026-08-14 20:19:20;USR-1560;1996-08-28;M;Standard;3;360;300;App;Browser/Work;;0
SESS-11118;2026-08-23 20:28:09;USR-1088;2009-08-14;F;Standard;3;180;300 ₽;App;Valorant;;0
SESS-12302;2026-08-08 11:49:31;USR-1466;2004-10-19;M;Bootcamp;1;0;150;Cash;Apex Legends;;0
;2026-08-01 18:43:51;USR-1311;2007-01-26;M;Standard;4;448;360;App;Valorant;;1
SESS-15005;2026-08-02 20:59:13;USR-1019;2004-10-08;M;Standard;3;0;300;Card;CS2;3.0;0
;2026-08-14 22:57:18;;2006-07-19;F;Standard;5;560;450;Card;Valorant;4.0;1
SESS-12765;2026-08-05 02:55:35;USR-1208;2003-12-20;F;VIP;12;1110;2400;Card;Dota 2;4.0;0
SESS-10446;2026-08-09 20:21:20;USR-1005;2010-03-21;M;VIP;2;0;400;Card;Dota 2;3.0;0
SESS-12882;2026-08-21 20:41:15;USR-1028;2009-01-21;M;VIP;2;120;400;Cash;Valorant;4.5;0
SESS-13207;2026-08-14 17:18:19;USR-1662;2004-07-26;M;Bootcamp;3;320;450;Card;CS2;4.0;0
SESS-10010;2026-08-14 20:48:54;USR-1151;1995-07-22;M;Standard;1;180;100;Card;GTA V;5.0;0
SESS-15003;2026-08-17 22:26:50;USR-1448;2002-04-09;M;VIP;8;1040;1600;App;Valorant;;0
SESS-13266;2026-08-26 11:36:23;USR-1619;2011-11-21;M;Standard;5;0;500;Cash;CS2;;0
SESS-14871;2026-08-28 18:01:31;USR-1788;2000-08-02;M;Bootcamp;3;965;405;Card;CS2;;1
SESS-13661;2026-08-23 22:28:16;USR-1147;2011-07-26;F;Bootcamp;8;320;1200;Cash;Apex Legends;4.0;0
SESS-14764;2026-08-17 14:00:36;USR-1120;1996-04-01;M;PS5;3;690;750;Card;CS2;;0
SESS-10257;2026-08-08 04:50:38;USR-1019;2004-10-08;M;Bootcamp;2;560;270;Card;Dota 2;;1
SESS-15116;2026-08-14 01:50:54;USR-1091;2007-02-26;F;Standard;5;800;500;App;Dota 2;;0
SESS-10233;2026-08-26 16:22:17;USR-1568;2004-11-09;M;Standard;4;0;400;App;Deadlock;4.0;0
SESS-12801;2026-08-09 20:23:27;USR-1478;2009-05-09;M;Standard;4;0;400;Card;CS2;4.0;0
SESS-11921;2026-08-07 16:51:25;USR-1121;2006-02-18;M;Bootcamp;2;0;300;Card;Cyberpunk 2077;;0
SESS-15632;2026-08-19 17:07:39;USR-1761;2006-06-04;M;Bootcamp;1;0;150;Card;CS2;;0
SESS-11471;2026-08-09 15:50:53;USR-1100;2012-04-12;M;Bootcamp;1;0;150;Cash;Deadlock;;0
SESS-15432;2026-08-01 16:04:10;USR-1053;2007-06-04;M;PS5;1;160;250;App;PUBG;4.0;0
SESS-14229;2026-08-27 17:54:27;USR-1036;2005-01-27;F;Standard;3;480;300;Card;Apex Legends;4.5;0
SESS-10975;2026-08-07 14:51:52;USR-1087;2008-08-11;F;Standard;1;0;100;Card;Cyberpunk 2077;;0
SESS-10827;2026-08-23 12:34:46;USR-1436;2010-09-24;M;Standard;2;160;200;Cash;Dota 2;;0
SESS-14022;2026-08-01 14:05:33;USR-1091;2007-02-26;F;Standard;2;320;200;App;CS2;4.0;0
SESS-11484;2026-08-02 12:13:31;USR-1753;2006-01-22;M;Standard;4;672;360;Card;Dota 2;;1
SESS-13292;2026-08-20 15:40:20;USR-1610;2005-06-03;M;Standard;2;0;200;App;Dota 2;;0
SESS-13937;2026-08-12 06:37:33;USR-1148;2005-12-12;M;Standard;4;0;400;Card;Cyberpunk 2077;;0
SESS-12906;2026-08-08 17:04:56;USR-1029;2006-10-13;M;Standard;3;480;300;Card;CS2;5.0;0
SESS-11902;2026-08-14 22:52:16;USR-1765;2007-10-11;M;Bootcamp;3;440;450;Card;Valorant;3.0;0
SESS-10807;2026-08-27 08:01:24;USR-1499;2002-10-27;M;PS5;4;448;900;Card;PUBG;4.5;1
SESS-14405;2026-08-29 20:56:52;USR-1251;2006-10-27;M;Bootcamp;1;160;150;App;CS2;;0
SESS-14862;2026-08-01 22:31:52;USR-1350;2004-03-24;M;Standard;12;1440;1200;App;CS2;4.5;0
SESS-10042;2026-08-01 17:12:01;USR-1181;2002-02-09;M;VIP;2;310;400;Card;CS2;4.5;0
SESS-14077;2026-08-02 02:04:11;USR-1393;2005-12-13;M;VIP;2;0;400;Card;CS2;5.0;0
SESS-11294;2026-08-30 14:52:16;USR-1029;2006-10-13;M;Standard;2;0;180;Card;Deadlock;;1
SESS-13394;2026-08-27 16:51:29;USR-1123;2010-06-23;M;VIP;2;168;360;App;Dota 2;5.0;1
SESS-15574;2026-08-13 22:19:31;USR-1054;2001-06-08;M;Standard;3;0;300;App;Dota 2;;0
SESS-14487;2026-08-11 11:08:00;USR-1253;2023-06-15;M;Standard;-2;120;100;Card;Cyberpunk 2077;;0
SESS-10970;2026-08-28 00:14:33;USR-1049;2004-10-08;M;Bootcamp;5;750;750;Card;Apex Legends;4.0;0
SESS-12959;2026-08-14 18:31:47;USR-1141;1992-12-07;M;Bootcamp;1;480;150;Card;Cyberpunk 2077;4.5;0
SESS-14748;2026-08-08 16:25:28;USR-1708;2005-09-08;M;Bootcamp;1;240;150;App;CS2;4.0;0
SESS-15434;2026-08-21 18:32:04;USR-1460;2005-12-24;M;Standard;1;0;100;App;CS2;;0
SESS-15615;2026-08-29 10:05:52;USR-1481;2006-06-17;M;Bootcamp;3;784;405;Card;CS2;;1
SESS-14379;2026-08-24 13:18:11;USR-1285;2002-03-02;F;VIP;2;400;400;Card;Dota 2;;0
SESS-10981;2026-08-30 17:13:29;USR-1113;1993-03-13;M;PS5;3;0;750;Card;Dota 2;;0
SESS-10365;2026-08-30 18:28:45;USR-1126;2006-12-19;M;Standard;12;1344;1080;Card;Cyberpunk 2077;4.5;1
SESS-13521;2026-08-11 10:02:35;USR-1356;2003-03-02;M;Standard;2;0;200;Cash;PUBG;;0
SESS-13168;2026-08-24 00:53:14;USR-1013;2012-01-25;M;Standard;5;0;500;App;Dota 2;5.0;0
SESS-15600;2026-08-21 21:20:29;USR-1197;2010-02-05;M;Standard;12;0;1080;App;GTA V;4.5;1
SESS-15333;2026-08-15 02:00:02;USR-1014;2003-11-14;M;VIP;1;310;200;App;Deadlock;4.5;0
SESS-11184;2026-08-06 19:04:07;USR-1350;2004-03-24;M;Standard;3;336;270;Card;CS2;;1
SESS-15145;2026-08-23 14:46:40;USR-1097;2007-09-26;M;Standard;4;320;400;Cash;Valorant;5.0;0
SESS-11027;2026-08-08 12:07:34;USR-1019;2004-10-08;M;Bootcamp;1;0;150;Card;Dota 2;;0
SESS-11291;2026-08-27 00:54:20;USR-1746;2010-12-14;M;PS5;12;1344;2700;App;Dota 2;;1
SESS-11345;2026-08-15 17:20:09;USR-1597;1992-09-10;M;VIP;3;1050;600;Card;Dota 2;;0
SESS-11435;2026-08-18 18:47:19;USR-1273;2012-09-18;F;VIP;1;0;200;Card;Apex Legends;;0
SESS-15519;2026-08-29 22:37:23;USR-1024;2011-02-28;M;Standard;12;0;1080;Card;Minecraft;4.0;1
SESS-15595;2026-08-01 14:25:26;USR-1270;2001/08/07;M;Standard;2;0;200;App;Valorant;;0
SESS-10277;2026-08-19 18:42:55;USR-1062;2005-06-18;M;Standard;3;240;300;Card;CS2;5.0;0
SESS-10117;2026-08-30 23:02:23;USR-1195;1998-01-16;F;Standard;12;3024;1080;Card;Dota 2;4.5;1
SESS-12365;2026-08-17 22:50:38;USR-1618;1995-07-27;F;Bootcamp;3;660;450;Card;Cyberpunk 2077;4.5;0
SESS-11882;2026-08-21 19:50:18;USR-1336;2005-06-20;M;Standard;2;240;200;Card;CS2;;0
SESS-12512;2026-08-18 19:25:35;USR-1396;2007-05-26;M; Bootcamp ;3;0;600;Card;CS2;;0
SESS-15377;2026-08-16 17:50:57;USR-1549;2012-07-28;M;Standard;1;0;90;App;PUBG;;1
SESS-11776;2026-08-26 16:23:42;USR-1021;2012-03-23;M;Bootcamp;2;80;300;Cash;Minecraft;5.0;0
SESS-11021;2026-08-08 11:46:37;USR-1048;2011-07-03;M;Standard;5;560;450;App;Dota 2;5.0;1
SESS-13706;2026-08-21 16:01:11;USR-1392;2004-04-24;F;Standard;2;320;200;Card;CS2;;0
SESS-14108;2026-08-25 21:04:45;USR-1464;1996-07-20;M;VIP;5;2170;900;Card;Cyberpunk 2077;4.5;1
SESS-11443;2026-08-25 18:39:29;USR-1295;2002-09-18;M;Standard;2;0;200;Card;Valorant;;0
SESS-15535;2026-08-15 02:29:45;USR-1077;2004-09-14;M;Standard;2;320;200;Card;CS2;4.0;0
SESS-12254;2026-08-20 14:14:26;USR-1365;2004-08-12;M;Standard;3;360;300;Card;Dota 2;4.0;0
SESS-12999;2026-08-06 18:34:18;USR-1307;2006-06-14;F;PS5;1;160;250;App;Dota 2;5.0;0
SESS-15268;2026-08-21 15:08:14;USR-1780;1990-08-28;M;Standard;3;540;300;Card;GTA V;;0
SESS-12648;2026-08-06 21:37:36;USR-1773;2006-11-07;F;Standard;2;240;200;Card;PUBG;;0
SESS-15012;2026-08-01 06:47:07;USR-1625;2005-04-02;M;Standard;3;240;300;Card;CS2;4.0;0
SESS-15345;2026-08-29 23:59:16;USR-1422;2006-05-11;M;Standard;8;0;720;Card;Dota 2;4.5;1
SESS-13403;2026-08-14 14:52:54;USR-1691;2006-12-08;M;VIP;1;270;200;Card;Valorant;;0
SESS-15279;2026-08-15 19:41:40;USR-1033;2011-10-23;M;Standard;3;120;300;Card;PUBG;4.5;0
SESS-10346;2026-08-24 19:17:24;USR-1652;2008-04-19;M;ps5;3;336;270;Card;Dota 2;4.0;1
SESS-12539;2026-08-08 13:50:58;USR-1488;08/15/2005;M;VIP;2;470;400;App;Deadlock;;0
SESS-14878;2026-08-19 21:04:44;USR-1143;2004-06-17;M;Standard;3;480;300;Card;PUBG;;0
SESS-13221;2026-08-24 19:37:05;USR-1427;2012-12-04;M;Standard;3;0;300;App;Valorant;;0
SESS-12771;2026-08-11 18:10:19;USR-1310;2008-08-02;M;Bootcamp;2;0;300;Card;Cyberpunk 2077;;0
SESS-13919;2026-08-22 20:55:39;USR-1025;2010-04-15;M;Standard;3;0;270;App;Minecraft;;1
SESS-11516;2026-08-30 16:45:33;USR-1683;2005-12-06;F;Standard;2;0;200;Cash;CS2;4.0;0
SESS-14434;2026-08-04 19:41:32;USR-1408;1998-10-23;M;PS5;1;0;250;Card;Deadlock;;0
SESS-13918;2026-08-31 15:29:55;USR-1653;2007-01-06;M;VIP;3;510;600;App;Deadlock;;0
SESS-10308;2026-08-10 22:18:22;USR-1050;2005-10-07;M;VIP;8;1430;1600;Cash;CS2;4.5;0
SESS-12662;2026-08-16 07:50:06;USR-1110;2003-09-22;M;Standard;4;640;400;App;Cyberpunk 2077;4.0;0
SESS-10488;2026-08-23 20:43:11;USR-1149;2006-11-13;M;PS5;1;0;250;App;Valorant;;0
SESS-14087;2026-08-26 16:31:10;USR-1281;1992-01-27;M;Standard;2;500;200;App;Cyberpunk 2077;;0
SESS-11917;2026-08-20 05:07:44;USR-1779;2003-01-05;M;Bootcamp;3;510;450;App;CS2;5.0;0
SESS-13214;2026-08-01 01:55:49;USR-1230;2002-01-07;M;Standard;12;0;1200;App;Dota 2;4.0;0
SESS-15657;2026-08-20 23:51:54;USR-1343;2006-04-23;M;VIP;2;390;400;Card;Dota 2;;0
SESS-15094;2026-08-22 11:06:08;USR-1098;2009-12-18;F;Standard;1;80;100;Cash;Dota 2;4.0;0
SESS-11442;2026-08-30 21:34:56;USR-1124;2006-02-08;M;PS5;1;120;250;App;PUBG;5.0;0
SESS-10503;2026-08-20 19:22:08;USR-1502;2010-12-15;M;Standard;2;160;200;App;Deadlock;4.0;0
SESS-15585;2026-08-29 16:16:42;USR-1255;2007-11-17;M;Bootcamp;2;390;300;App;Dota 2;;0
SESS-13557;2026-08-29 15:39:56;USR-1012;2002-10-01;M;PS5;4;0;1000;App;Deadlock;4.0;0
SESS-11980;08/22/2026 15:35:19;USR-1154;2010-04-23;M;Standard;2;80;200;App;CS2;4.0;0
SESS-10465;2026-08-07 17:51:10;USR-1444;2005-04-06;M;PS5;2;0;500;Card;Dota 2;;0
SESS-15361;2026-08-11 03:00:37;USR-1411;2005-06-17;M;Standard;1;0;100;Card;CS2;4.0;0
SESS-11605;2026-08-05 00:39:02;USR-1369;2001-10-15;F;VIP;3;0;600;App;Deadlock;;0
SESS-14094;2026-08-15 17:09:48;USR-1674;2003-02-24;M;Bootcamp;1;0;150;Card;Deadlock;4.5;0
SESS-10144;2026-08-22 21:16:34;USR-1778;2012-03-02;M;Standard;2;160;200;Card;Minecraft;;0
SESS-13152;2026-08-07 08:25:46;USR-1091;2007-02-26;F;PS5;2;160;500;Card;Dota 2;5.0;0
SESS-15558;2026-08-27 14:07:53;USR-1370;2005-06-16;F;VIP;3;0;540;Card;CS2;5.0;1
SESS-14567;2026-08-14 15:49:55;USR-1055;2009-12-22;M;VIP;3;0;600;Cash;CS2;;0
SESS-14341;2026-08-23 15:43:10;USR-1026;2009-07-02;M;;Standard;2;120;App;Valorant;;0
SESS-15119;2026-08-24 17:39:25;USR-1775;2012-07-06;M;Standard;2;0;200;App;Valorant;;0
SESS-12680;2026-08-12 13:35:31;USR-1266;2007-08-23;M;Standard;2;160;200;App;Apex Legends;;0
