session_id;user_id;pc_id;pc_zone;date;hours_played;pc_paid;discount_promo;bar_orders
SESS-30034;USR-3170;PC-42;Bootcamp;2026-08-26 06:15:00;3;450;0;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30035;USR-3301;PC-11;Standard;2026-08-10 09:07:00;2;200;0;[]
SESS-30036;USR-3152;PC-45;Standard;2026-08-19 22:17:00;1;100;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30037;USR-3326;PC-09;Standard;2026-08-28 01:11:00;2;200;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30038;USR-3055;PC-39;Standard;2026-08-22 12:35:00;4;360;1;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}, {""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30039;USR-3007;PC-23;Bootcamp;2026-08-14 11:28:00;1;150;0;[]
SESS-30040;USR-3604;PC-39;Standard;2026-08-10 06:45:00;3;270;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-06"", ""qty"": 2, ""price"": 160}]"
SESS-30041;USR-3644;PC-32;Standard;2026-08-16 08:32:00;3;300;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30042;USR-3470;PC-10;VIP;2026-08-24 08:05:00;3;600;0;[]
SESS-30043;USR-3222;PC-36;Standard;2026-08-03 15:36:00;4;400;0;[]
SESS-30044;USR-3285;PC-26;Bootcamp;2026-08-23 10:24:00;3;405;1;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30045;USR-3127;PC-25;Standard;2026-08-01 00:40:00;2;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30046;USR-3481;PC-39;Bootcamp;2026-08-16 01:43:00;2;270;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30047;;PC-04;Bootcamp;2026-08-22 11:00:00;5;750;0;[]
SESS-30048;USR-3176;PC-14;Standard;2026-08-20 07:30:00;3;300;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30049;USR-3481;PC-38;Bootcamp;2026-08-15 04:59:00;4;600;0;"[{""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}, {""item_id"": ""BAR-09"", ""qty"": 2, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30050;USR-3452;PC-25;Standard;2026-08-09 05:25:00;2;200;0;[]
SESS-30051;USR-3266;PC-23;VIP;2026-08-16 16:47:00;3;600;0;[]
SESS-30052;USR-3500;PC-45;Bootcamp;2026-08-16 18:32:00;3;450;0;[]
SESS-30053;USR-3100;PC-20;Bootcamp;2026-08-17 01:19:00;2;300;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-06"", ""qty"": 3, ""price"": 160}]"
SESS-30054;USR-3133;PC-42;Standard;2026-08-18 08:33:00;4;360;1;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30055;USR-3203;PC-04;Standard;2026-08-02 23:32:00;4;360;1;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30056;USR-3365;PC-01;Standard;2026-08-21 06:34:00;4;400;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30057;USR-3617;PC-27;Bootcamp;2026-08-02 04:26:00;2;300;0;"[{""item_id"": ""BAR-11"", ""qty"": 2, ""price"": 220}, {""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}]"
SESS-30058;USR-3061;PC-06;VIP;2026-08-07 02:02:00;5;1000;0;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30059;USR-3610;PC-29;Standard;2026-08-28 13:40:00;2;200;0;[]
SESS-30060;USR-3540;PC-41;Standard;2026-08-01 14:44:00;8;720;1;"[{""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}, {""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30061;USR-3604;PC-19;VIP;2026-08-09 02:32:00;1;200;0;[]
SESS-30062;USR-3363;PC-08;Standard;2026-08-01 15:06:00;3;300;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30063;USR-3391;PC-26;Standard;2026-08-26 00:53:00;1;100;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30064;USR-3676;PC-22;Bootcamp;2026-08-05 00:48:00;1;150;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30065;USR-3149;PC-42;VIP;2026-08-21 08:51:00;8;1440;1;"[{""item_id"": ""BAR-04"", ""qty"": 3, ""price"": 100}, {""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30066;USR-3290;PC-44;Bootcamp;2026-08-04 12:50:00;3;405;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30067;USR-3516;PC-19;Bootcamp;2026-08-26 22:12:00;5;750;0;[]
SESS-30068;USR-3444;PC-28;Standard;2026-08-26 04:43:00;3;300;0;[]
SESS-30069;USR-3410;PC-44;Bootcamp;2026-08-08 20:27:00;3;450;0;"[{""item_id"": ""BAR-05"", ""qty"": 2, ""price"": 70}]"
SESS-30070;USR-3419;PC-31;Standard;2026-08-01 20:11:00;4;360;1;[]
SESS-30071;USR-3373;PC-38;Standard;2026-08-26 09:40:00;4;400;0;[]
SESS-30072;USR-3255;PC-08;Standard;2026-08-04 16:46:00;4;360;1;"[{""item_id"": ""BAR-08"", ""qty"": 3, ""price"": 70}]"
SESS-30073;USR-3170;PC-27;Standard;2026-08-08 22:26:00;3;300;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30074;;PC-26;Bootcamp;2026-08-14 05:04:00;1;150;0;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30075;USR-3629;PC-13;Standard;2026-08-29 13:04:00;2;200;0;[]
SESS-30076;USR-3652;PC-18;Bootcamp;2026-08-20 04:47:00;2;300;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30077;USR-3103;PC-31;Bootcamp;2026-08-28 18:31:00;3;450;0;[]
SESS-30078;USR-3498;PC-37;Bootcamp;2026-08-12 06:15:00;4;600;0;"[{""item_id"": ""BAR-16"", ""qty"": 1, ""price"": 170}]"
SESS-30079;;PC-32;Standard;2026-08-18 02:48:00;3;270;1;"[{""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}, {""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30080;USR-3531;PC-25;Bootcamp;2026-08-05 15:37:00;4;600;0;"[{""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30081;USR-3320;PC-07;Bootcamp;2026-08-24 00:00:00;5;750;0;[]
SESS-30082;USR-3460;PC-31;Standard;2026-08-23 04:15:00;5;450;1;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}, {""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30083;USR-3109;PC-26;VIP;2026-08-18 12:01:00;3;600;0;[]
SESS-30084;USR-3217;PC-18;PS5;2026-08-31 16:33:00;5;1250;0;[]
SESS-30085;USR-3566;PC-39;VIP;2026-08-03 00:52:00;3;600;0;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}]"
SESS-30086;USR-3480;PC-36;Standard;2026-08-20 13:03:00;1;100;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30087;USR-3113;PC-19;PS5;2026-08-11 19:59:00;1;250;0;[]
SESS-30088;USR-3334;PC-32;Standard;2026-08-03 00:06:00;5;450;1;[]
SESS-30089;USR-3448;PC-18;Bootcamp;2026-08-05 14:09:00;4;600;0;[]
SESS-30090;USR-3226;PC-04;Standard;2026-08-02 21:54:00;3;300;0;[]
SESS-30091;USR-3459;PC-09;Bootcamp;2026-08-14 02:43:00;1;150;0;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30092;USR-3555;PC-20;PS5;2026-08-12 07:08:00;1;250;0;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30093;USR-3256;PC-21;Bootcamp;2026-08-11 07:12:00;2;300;0;[]
SESS-30094;USR-3444;PC-09;Standard;2026-08-24 22:14:00;2;200;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}]"
SESS-30095;USR-3551;PC-30;Standard;2026-08-06 05:17:00;2;180;1;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30096;USR-3419;PC-34;Standard;2026-08-27 03:36:00;4;400;0;[]
SESS-30097;USR-3293;PC-30;VIP;2026-08-13 09:30:00;2;400;0;[]
SESS-30098;USR-3205;PC-43;Standard;2026-08-28 13:30:00;2;200;0;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}, {""item_id"": ""BAR-11"", ""qty"": 2, ""price"": 220}]"
SESS-30099;USR-3513;PC-25;VIP;2026-08-21 14:22:00;2;400;0;[]
SESS-30100;USR-3361;PC-08;Standard;2026-08-16 10:04:00;1;100;0;"[{""item_id"": ""BAR-04"", ""qty"": 2, ""price"": 100}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30101;USR-3271;PC-32;Standard;2026-08-09 12:59:00;8;720;1;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}, {""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}]"
SESS-30102;USR-3059;PC-26;PS5;2026-08-26 13:00:00;3;750;0;[]
SESS-30103;USR-3637;PC-18;Standard;2026-08-23 14:39:00;4;400;0;[]
SESS-30104;;PC-05;Bootcamp;2026-08-10 19:39:00;2;300;0;[]
SESS-30105;USR-3593;PC-37;Bootcamp;2026-08-25 14:21:00;2;300;0;[]
SESS-30106;USR-3037;PC-28;Standard;2026-08-09 07:27:00;3;300;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}]"
SESS-30107;;PC-32;Bootcamp;2026-08-04 04:48:00;3;405;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30108;USR-3348;PC-20;VIP;2026-08-19 19:11:00;2;400;0;[]
SESS-30109;USR-3019;PC-30;Standard;2026-08-14 12:45:00;1;100;0;[]
SESS-30110;USR-3307;PC-39;Standard;2026-08-22 08:14:00;3;300;0;[]
SESS-30111;USR-3491;PC-36;Bootcamp;2026-08-14 17:44:00;2;300;0;[]
SESS-30112;USR-3093;PC-16;Bootcamp;2026-08-18 02:22:00;1;150;0;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}]"
SESS-30113;USR-3082;PC-35;Standard;2026-08-20 09:24:00;12;1080;1;[]
SESS-30114;USR-3151;PC-04;Standard;2026-08-13 17:40:00;1;100;0;"[{""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}, {""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30115;USR-3468;PC-04;Standard;2026-08-11 13:14:00;2;180;1;[]
SESS-30116;USR-3609;PC-45;Standard;2026-08-26 12:47:00;2;200;0;[]
SESS-30117;USR-3112;PC-27;PS5;2026-08-10 18:09:00;3;750;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30118;USR-3668;PC-42;Bootcamp;2026-08-10 14:27:00;3;405;1;[]
SESS-30119;USR-3050;PC-12;Standard;2026-08-21 04:42:00;2;200;0;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30120;USR-3488;PC-11;Bootcamp;2026-08-28 14:35:00;4;540;1;[]
SESS-30121;USR-3077;PC-43;Bootcamp;2026-08-22 18:36:00;3;450;0;[]
SESS-30122;USR-3250;PC-32;Standard;2026-08-19 11:33:00;5;500;0;[]
SESS-30123;;PC-24;Bootcamp;2026-08-27 09:28:00;4;540;1;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}]"
SESS-30124;USR-3313;PC-10;Standard;2026-08-28 01:53:00;3;270;1;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}]"
SESS-30125;USR-3126;PC-35;Standard;2026-08-25 02:48:00;2;200;0;[]
SESS-30126;;PC-33;Standard;2026-08-19 02:50:00;4;400;0;"[{""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30127;USR-3228;PC-07;Standard;2026-08-02 05:51:00;1;100;0;"[{""item_id"": ""BAR-13"", ""qty"": 2, ""price"": 90}]"
SESS-30128;USR-3416;PC-39;Bootcamp;2026-08-12 16:04:00;2;300;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30129;USR-3451;PC-12;VIP;2026-08-25 00:56:00;3;600;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30130;USR-3423;PC-06;VIP;2026-08-14 06:54:00;2;400;0;[]
SESS-30131;USR-3487;PC-12;Bootcamp;2026-08-24 06:50:00;4;600;0;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30132;USR-3079;PC-09;Standard;2026-08-28 20:34:00;2;200;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}]"
SESS-30133;USR-3056;PC-11;Standard;2026-08-07 15:42:00;8;720;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30134;USR-3606;PC-05;VIP;2026-08-06 04:46:00;2;400;0;"[{""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}]"
SESS-30135;USR-3301;PC-13;VIP;2026-08-24 02:16:00;8;1440;1;"[{""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}]"
SESS-30136;USR-3403;PC-45;Standard;2026-08-11 02:09:00;5;450;1;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30137;USR-3510;PC-30;Standard;2026-08-02 01:49:00;1;100;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-07"", ""qty"": 2, ""price"": 280}, {""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30138;USR-3367;PC-35;VIP;2026-08-13 13:29:00;8;1440;1;"[{""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30139;USR-3385;PC-01;VIP;2026-08-13 02:05:00;1;200;0;[]
SESS-30140;USR-3223;PC-42;Bootcamp;2026-08-05 20:17:00;1;150;0;[]
SESS-30141;USR-3228;PC-15;PS5;2026-08-01 16:17:00;12;2700;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30142;USR-3415;PC-32;Standard;2026-08-17 20:21:00;3;300;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}]"
SESS-30143;USR-3181;PC-07;Standard;2026-08-28 20:44:00;1;100;0;[]
SESS-30144;USR-3108;PC-18;Bootcamp;2026-08-31 13:09:00;2;300;0;[]
SESS-30145;USR-3336;PC-38;VIP;2026-08-31 02:56:00;3;540;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30146;USR-3175;PC-14;Bootcamp;2026-08-11 18:30:00;12;1620;1;[]
SESS-30147;USR-3427;PC-10;VIP;2026-08-15 16:03:00;2;400;0;[]
SESS-30148;USR-3220;PC-42;Bootcamp;2026-08-20 08:56:00;1;150;0;[]
SESS-30149;;PC-14;Standard;2026-08-23 04:30:00;1;100;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-09"", ""qty"": 2, ""price"": 90}]"
SESS-30150;USR-3605;PC-44;VIP;2026-08-29 22:46:00;3;600;0;[]
SESS-30151;USR-3044;PC-32;Standard;2026-08-27 20:14:00;2;180;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30152;USR-3422;PC-01;Bootcamp;2026-08-30 08:08:00;4;600;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30153;USR-3007;PC-15;Bootcamp;2026-08-08 23:48:00;2;300;0;[]
SESS-30154;USR-3260;PC-36;Bootcamp;2026-08-26 22:10:00;3;450;0;[]
SESS-30155;USR-3385;PC-41;VIP;2026-08-25 20:31:00;3;600;0;[]
SESS-30156;USR-3291;PC-38;VIP;2026-08-24 07:38:00;3;600;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30157;USR-3669;PC-05;Standard;2026-08-24 20:07:00;3;300;0;"[{""item_id"": ""BAR-07"", ""qty"": 2, ""price"": 280}]"
SESS-30158;USR-3115;PC-01;Standard;2026-08-15 05:16:00;2;200;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}, {""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}]"
SESS-30159;USR-3456;PC-43;PS5;2026-08-04 09:38:00;4;900;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}, {""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}, {""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30160;USR-3672;PC-32;VIP;2026-08-02 18:01:00;3;600;0;[]
SESS-30161;USR-3483;PC-45;Bootcamp;2026-08-12 21:08:00;3;450;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30162;USR-3010;PC-34;Standard;2026-08-05 04:07:00;3;300;0;[]
SESS-30163;USR-3060;PC-12;Standard;2026-08-08 04:23:00;5;450;1;[]
SESS-30164;USR-3021;PC-24;VIP;2026-08-09 04:40:00;2;400;0;[]
SESS-30165;USR-3000;PC-25;VIP;2026-08-24 01:58:00;4;720;1;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-07"", ""qty"": 1, ""price"": 280}]"
SESS-30166;USR-3356;PC-08;VIP;2026-08-08 08:54:00;3;600;0;[]
SESS-30167;USR-3679;PC-19;Bootcamp;2026-08-14 11:53:00;1;150;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30168;USR-3644;PC-38;Standard;2026-08-21 00:02:00;2;200;0;[]
SESS-30169;USR-3533;PC-24;Standard;2026-08-23 05:05:00;3;270;1;[]
SESS-30170;USR-3517;PC-22;Bootcamp;2026-08-28 02:36:00;3;450;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}]"
SESS-30171;USR-3646;PC-26;VIP;2026-08-21 18:07:00;2;400;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30172;USR-3434;PC-44;Bootcamp;2026-08-25 20:33:00;1;150;0;[]
SESS-30173;USR-3111;PC-40;Standard;2026-08-10 04:00:00;2;200;0;[]
SESS-30174;USR-3179;PC-37;Standard;2026-08-31 03:37:00;4;400;0;"[{""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}]"
SESS-30175;USR-3423;PC-18;Standard;2026-08-29 10:33:00;2;200;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30176;USR-3085;PC-39;Standard;2026-08-18 16:13:00;1;100;0;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-07"", ""qty"": 3, ""price"": 280}]"
SESS-30177;USR-3300;PC-40;Standard;2026-08-07 18:58:00;4;360;1;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}]"
SESS-30178;;PC-43;Bootcamp;2026-08-24 18:56:00;2;300;0;"[{""item_id"": ""BAR-15"", ""qty"": 2, ""price"": 140}]"
SESS-30179;USR-3517;PC-45;Standard;2026-08-07 05:09:00;4;400;0;[]
SESS-30180;USR-3321;PC-22;Standard;2026-08-11 21:44:00;1;100;0;[]
SESS-30181;USR-3646;PC-02;Standard;2026-08-03 23:55:00;1;100;0;[]
SESS-30182;USR-3341;PC-22;Standard;2026-08-17 14:03:00;5;450;1;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30183;USR-3367;PC-04;Standard;2026-08-26 12:05:00;3;300;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}]"
