session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-11695;2026-08-08 16:23:20;USR-1067;2003-06-11;F;Standard;2;336;180;App;CS2;4.0;1
SESS-11130;2026-08-30 11:42:00;USR-1057;2005-07-28;M;Standard;1;80;100;Card;Dota 2;;0
SESS-15467;2026-08-12 04:44:45;USR-1611;2005-06-21;M;Bootcamp;3;0;405;App;Dota 2;4.5;1
SESS-13466;2026-08-13 17:51:57;USR-1038;2003-03-11;M;VIP;1;0;200;App;CS2;;0
SESS-15326;2026-08-26 00:43:03;USR-1779;2007-02-20;M;Standard;8;896;720;App;Dota 2;4.0;1
SESS-12411;2026-08-06 17:11:56;USR-1363;2006-12-13;M;PS5;2;320;500;Card;CS2;;0
SESS-10307;2026-08-09 14:49:53;USR-1331;2008-02-26;M;PS5;4;0;900;App;Apex Legends;4.5;1
SESS-11912;2026-08-15 18:25:28;USR-1062;2008-06-27;F;VIP;4;790;800;Card;Dota 2;;0
SESS-12116;2026-08-20 20:17:12;USR-1070;2005-10-03;M;VIP;2;240;400;Card;CS2;;0
SESS-11008;2026-08-24 17:21:04;USR-1038;2003-03-11;M;Standard;4;0;400;Card;Dota 2;;0
SESS-10521;2026-08-20 20:41:35;USR-1443;2007-09-13;M;Standard;2;0;180;Card;CS2;;1
SESS-11976;2026-08-09 02:32:20;USR-1586;2009-05-19;M;Standard;3;168;270;Cash;Minecraft;;1
SESS-11282;2026-08-02 11:21:04;USR-1486;1998-10-11;M;Standard;5;1750;450;Card;PUBG;5.0;1
SESS-11759;2026-08-06 16:27:43;USR-1450;1998-12-23;M;PS5;8;0;1800;Card;Dota 2;1.0;1
SESS-13778;2026-08-08 13:21:42;USR-1142;2010-09-26;M;Standard;2;0;200;Cash;Dota 2;1.0;0
SESS-11755;2026-08-30 19:02:11;USR-1409;2006-11-18;M;Bootcamp;2;320;300;Card;Dota 2;3.0;0
SESS-12674;2026-08-04 11:29:26;USR-1516;2006-08-12;M;Standard;4;0;400;App;CS2;;0
SESS-11437;2026-08-28 17:31:52;USR-1528;1999-03-12;M;Standard;2;240;200;Card;Browser/Work;;0
SESS-10493;2026-08-06 14:26:13;USR-1584;2011-11-07;M;Standard;3;180;300;App;CS2;;0
SESS-12265;2026-08-04 17:10:25;USR-1372;2003-09-21;M;Standard;2;0;200;Card;Dota 2;4.5;0
SESS-13222;2026-08-02 11:27:40;USR-1744;1996-05-27;F;Standard;3;0;300;Card;CS2;4.0;0
SESS-10874;2026-08-22 18:40:49;USR-1354;2010-03-22;M;Standard;1;0;100;App;Dota 2;;0
SESS-14451;2026-08-30 19:37:13;USR-1716;2006-03-07;F;VIP;5;1330;900;Card;CS2;4.0;1
SESS-15341;2026-08-28 12:46:59;USR-1487;1996-10-08;M;Standard;12;0;1200;App;Dota 2;;0
SESS-14959;2026-08-27 20:51:37;USR-1153;2003-01-20;M;VIP;3;630;600;Card;CS2;5.0;0
SESS-14117;2026-08-12 16:57:23;USR-1088;2004-02-01;M;PS5;3;336;675;Card;PUBG;;1
SESS-10973;2026-08-16 14:36:20;USR-1054;2010-09-08;M;Standard;1;60;100;App;Dota 2;4.0;0
SESS-10212;2026-08-12 18:08:07;USR-1091;2006-06-21;M;VIP;1;0;200;App;Valorant;;0
SESS-11347;2026-08-03 21:27:46;USR-1795;1997-10-22;M;VIP;8;1110;1600;Card;CS2;5.0;0
SESS-10070;2026-08-30 23:00:49;USR-1352;1995-12-27;F;Bootcamp;8;1740;1200;Card;PUBG;4.5;0
SESS-13246;2026-08-29 21:02:18;USR-1004;2010-05-15;F;Standard;1;84;90;App;Minecraft;3.0;1
SESS-13338;2026-08-09 23:25:23;USR-1424;2003-09-25;M;VIP;12;1110;2400;Card;Dota 2;;0
SESS-10826;2026-08-20 01:50:20;USR-1654;2006-11-15;m;Standard;8;960;800;Card;CS2;4.0;0
SESS-10408;2026-08-28 19:58:06;USR-1238;1989-07-19;F;Standard;5;840;450;Cash;Dota 2;4.5;1
SESS-13374;2026-08-05 12:52:50;USR-1125;2011-08-05;M;Standard;3;0;300;Cash;CS2;;0
SESS-12749;2026-08-12 11:50:06;USR-1482;2012-06-12;F;Bootcamp;2;0;300;Cash;Minecraft;4.0;0
SESS-12828;2026-08-01 12:20:34;USR-1790;2012-02-18;M;Standard;3;0;270;App;Valorant;;1
SESS-10006;2026-08-22 17:58:22;USR-1243;2006-04-18;F;VIP;3;390;600;Cash;CS2;;0
SESS-15257;2026-08-11 19:57:35;USR-1508;2006-04-01;F;PS5;1;112;225;Card;Dota 2;;1
SESS-14498;2026-08-29 14:12:30;USR-1251;2006-04-10;M;Standard;2;320;200;Card;CS2;;0
SESS-11626;2026-08-20 18:29:46;USR-1074;2005-02-02;M;Bootcamp;8;1456;1080;Card;Deadlock;4.5;1
SESS-13482;2026-08-05 23:08:39;USR-1585;2004-02-04;M;Bootcamp;8;0;1200;Card;Dota 2;5.0;0
SESS-10550;2026-08-23 20:57:05;USR-1007;2006-10-02;M;Standard;2;0;200;Card;CS2;;0
SESS-11842;2026-08-28 22:15:37;USR-1297;2002-03-08;M;Standard;12;2688;1080;Card;Dota 2;4.5;1
SESS-12271;2026-08-08 22:02:45;USR-1139;2004-06-17;M;Standard;12;0;1200;App;Apex Legends;4.0;0
SESS-11536;2026-08-29 15:39:32;USR-1550;2012-07-25;M;Standard;4;224;360;App;CS2;2.0;1
SESS-10114;2026-08-12 10:14:18;USR-1437;2004-04-15;M;Standard;3;0;300;Card;Valorant;;0
SESS-14964;2026-08-28 18:06:22;USR-1049;2008-01-16;F;Bootcamp;1;280;135;Card;CS2;;1
SESS-14870;2026-08-28 11:59:33;USR-1361;2005-03-12;M;VIP;3;0;600;App;Deadlock;4.5;0
SESS-14793;2026-08-21 13:50:04;USR-1101;2006-02-04;F;Bootcamp;1;160;150;Card;Dota 2;2.0;0
SESS-12854;2026-08-30 19:54:45;USR-1203;2011-01-18;M;VIP;5;560;900;Card;Dota 2;2.0;1
SESS-10744;2026-08-22 23:52:28;USR-1600;2006-05-25;F;Standard;2;0;200;App;Valorant;;0
SESS-15351;2026-08-08 20:34:05;USR-1777;2006-06-14;M;Bootcamp;8;1554;1080;;CS2;4.5;1
SESS-12888;2026-08-11 10:37:06;USR-1082;2002-08-01;M;Standard;2;0;200;Card;Dota 2;5.0;0
SESS-10529;2026-08-17 10:12:30;USR-1601;2006-09-19;M;Standard;1;160;100;Card;Deadlock;2.0;0
SESS-14190;2026-08-27 19:06:21;USR-1530;2011-02-18;M;Standard;1;0;100;App;PUBG;;0
SESS-11285;2026-08-15 20:48:55;USR-1050;2004-06-28;M;Standard;5;0;450;App;Valorant;4.5;1
SESS-11647;2026-08-31 20:27:08;USR-1056;2005-02-01;F;Standard;8;896;720;Card;GTA V;4.5;1
SESS-15108;2026-08-08 21:11:23;USR-1127;2011-07-10;M;Standard;4;0;360;Card;CS2;4.5;1
SESS-10022;2026-08-04 17:17:51;USR-1132;2010-11-05;M;Bootcamp;2;80;300;App;Valorant;;0
SESS-15586;2026-08-11 22:30:07;USR-1333;2011-09-03;M;VIP;5;400;1000;Cash;Deadlock;4.5;0
SESS-11863;2026-08-28 15:50:10;USR-1383;2009-05-24;M;Standard;4;160;400;Cash;Minecraft;;0
SESS-12131;2026-08-29 16:46:00;USR-1352;1995-12-27;F;VIP;3;714;540;App;GTA V;;1
SESS-15437;2026-08-30 18:24:16;USR-1729;2011-08-11;M;Standard;2;0;200;App;Minecraft;5.0;0
SESS-15047;2026-08-29 12:37:26;USR-1425;2006-09-02;M;Standard;2;224;180;App;Deadlock;;1
SESS-11671;2026-08-15 21:49:58;USR-1280;1994-07-18;F;VIP;1;270;200;App;Browser/Work;3.0;0
SESS-10069;2026-08-26 13:49:27;USR-1285;2010-09-09;M;Bootcamp;4;336;540;Cash;CS2;4.5;1
SESS-12059;2026-08-11 01:06:00;USR-1760;2001-02-11;M;VIP;12;2800;2160;Card;Dota 2;4.5;1
SESS-15280;2026-08-11 13:35:52;USR-1325;2010-11-01;M;Standard;4;0;360;Cash;CS2;4.0;1
SESS-13849;2026-08-29 17:29:57;USR-1731;2005-07-27;M;PS5;3;360;750;Card;Valorant;;0
SESS-14650;2026-08-18 11:51:36;USR-1164;2005-02-22;M;Standard;3;0;270;Card;Valorant;5.0;1
SESS-14540;2026-08-15 16:50:17;USR-1032;2007-01-28;M;Standard;2;320;200;Card;Deadlock;;0
SESS-14853;2026-08-26 15:48:14;USR-1040;1991-09-28;M;VIP;5;0;1000;Card;Dota 2;;0
SESS-11319;2026-08-28 16:12:11;USR-1068;2005-02-06;F;Standard;2;0;200;Card;Valorant;4.5;0
SESS-14590;2026-08-19 10:37:47;USR-1372;2003-09-21;M;Standard;3;336;270;Card;CS2;;1
SESS-13581;2026-08-14 09:47:51;USR-1271;2003-09-16;M;VIP;2;470;400;Card;Dota 2;;0
SESS-12593;2026-08-11 22:58:40;USR-1177;1999-03-17;M;VIP;12;3300;2400;App;Dota 2;4.5;0
SESS-10155;2026-08-09 17:41:31;USR-1162;1995-09-27;M;VIP;5;0;900;Card;PUBG;5.0;1
SESS-10704;2026-08-13 17:17:01;USR-1593;2002-08-20;M;Standard;3;480;300;Card;Deadlock;4.0;0
SESS-11814;2026-08-05 12:59:13;USR-1243;2006-04-18;F;Standard;4;0;360;Card;Minecraft;4.0;1
SESS-11754;2026-08-28 00:17:39;USR-1083;2012-04-25;M;Standard;5;0;450;App;Dota 2;4.0;1
SESS-10177;2026-08-14 18:42:40;USR-1532;2004-10-07;M;Bootcamp;2;470;300;Card;CS2;;0
SESS-12074;2026-08-27 16:18:40;USR-1095;2010-06-09;M;Standard;3;0;300;App;CS2;;0
SESS-12229;2026-08-28 02:50:21;USR-1136;2010-11-02;M;Standard;1;0;100;Card;CS2;5.0;0
SESS-10768;2026-08-09 13:23:43;USR-1073;2001-05-02;M;Standard;4;672;360;Card;CS2;5.0;1
SESS-12820;2026-08-29 14:29:12;USR-1241;2001-02-07;M;Bootcamp;3;440;450;Card;Valorant;;0
SESS-12062;2026-08-12 22:14:11;USR-1518;2007-10-19;M;Bootcamp;3;0;450;Card;Valorant;;0
SESS-11488;2026-08-08 11:51:26;USR-1398;2011-03-15;F;VIP;4;0;800;App;Apex Legends;;0
SESS-14544;2026-08-02 12:08:08;USR-1110;2004-06-14;M;Bootcamp;2;0;300;Cash;CS2;1.0;0
SESS-10683;2026-08-06 19:43:06;USR-1588;2006-08-03;M;Standard;1;0;100;Card;Dota 2;;0
SESS-11100;2026-08-09 23:17:32;USR-1209;2011-08-10;F;PS5;8;320;2000;Cash;Valorant;4.0;0
SESS-11917;2026-08-17 18:21:29;USR-1475;2012-02-23;M;Standard;2;120;200;App;CS2;3.0;0
SESS-13101;2026-08-23 18:27:35;USR-1420;2008-03-16;M;Bootcamp;1;310;150;Card;Dota 2;4.0;0
SESS-12791;2026-08-14 07:07:20;USR-1569;2011-02-25;M;Bootcamp;5;420;675;App;CS2;4.5;1
SESS-11072;2026-08-15 15:28:07;USR-1110;2004-06-14;M;Standard;3;336;270;Cash;Valorant;4.5;1
SESS-11403;2026-08-14 16:37:36;USR-1501;2005-05-15;M;Bootcamp;3;0;450;Cash;CS2;;0
SESS-11371;2026-08-23 12:22:26;USR-1305;2010-06-26;M;Standard;3;336;270;Cash;CS2;5.0;1
SESS-13552;2026-08-13 14:01:49;USR-1020;2010-04-19;M;PS5;4;336;900;Card;Dota 2;4.5;1
SESS-11537;2026-08-28 07:26:03;USR-1663;2007-06-26;M;Standard;1;120;100;Card;Apex Legends;4.5;0
SESS-15458;2026-08-24 14:38:42;USR-1034;2011-05-20;F;Bootcamp;2;160;300;App;CS2;;0
SESS-10039;2026-08-13 16:31:24;USR-1294;1996-04-28;M;VIP;2;0;400;Card;CS2;;0
SESS-10988;2026-08-20 15:37:39;USR-1055;2004-02-26;M;Standard;3;0;270;Card;CS2;;1
SESS-11530;2026-08-08 16:05:53;USR-1704;2007-12-26;M;Standard;1;0;100;App;CS2;;0
SESS-11667;2026-08-29 19:16:36;USR-1030;2007-05-18;M;Bootcamp;3;0;450;Card;CS2;;0
SESS-10962;2026-08-29 19:24:40;USR-1032;2007-01-28;M;VIP;2;0;400;App;CS2;;0
SESS-14782;2026-08-13 01:18:14;USR-1668;1994-04-21;F;VIP;8;1110;1600;Card;GTA V;4.0;0
SESS-10376;2026-08-26 12:25:26;USR-1012;2003-04-12;F;Bootcamp;1;230;150;Card;Deadlock;4.5;0
SESS-13671;2026-08-06 23:56:19;USR-1019;1998-11-10;M;VIP;8;0;1600;Card;Dota 2;;0
SESS-12902;2026-08-14 23:42:27;USR-1478;2002-12-04;M;Standard;5;400;500;Cash;Deadlock;;0
SESS-15064;2026-08-14 14:28:01;USR-1424;2003-09-25;M;Bootcamp;2;390;300;App;Valorant;;0
SESS-13940;2026-08-10 23:57:06;USR-1009;2001-06-04;M;Standard;3;0;300;Card;Dota 2;;0
SESS-11524;2026-08-16 16:22:39;USR-1067;2003-06-11;F;VIP;2;0;400;App;Minecraft;;0
SESS-11534;2026-08-14 05:59:44;USR-1529;2005-06-06;M; Bootcamp ;4;0;400;Card;Dota 2;;0
SESS-12958;2026-08-04 13:17:22;USR-1084;2009-10-18;M;VIP;8;640;1600;Card;CS2;4.5;0
SESS-12212;2026-08-01 19:26:27;USR-1301;2010-06-17;M;VIP;4;224;720;App;Valorant;5.0;1
SESS-14277;2026-08-06 13:26:57;USR-1037;2008-10-15;M;Standard;2;0;200;Card;CS2;4.0;0
SESS-15548;2026-08-16 17:00:59;USR-1152;1992-08-26;M;VIP;2;540;400;App;CS2;;0
SESS-13395;2026-08-30 10:16:01;USR-1423;2006-01-25;M; Bootcamp ;3;0;300;Card;Dota 2;2.0;0
SESS-12413;2026-08-29 10:51:09;USR-1059;2003-11-06;F;Standard;2;0;180;Card;Deadlock;;1
SESS-15386;2026-08-09 15:36:33;USR-1146;2006-03-03;M;Standard;1;160;100;Card;Minecraft;4.0;0
SESS-13155;2026-08-28 19:28:17;USR-1156;2008-07-22;M;Standard;2;0;180;Card;Valorant;4.5;1
SESS-11166;2026-08-12 16:48:50;USR-1700;2004-04-15;F;Standard;8;896;720;Card;CS2;4.0;1
SESS-14970;2026-08-14 00:07:50;USR-1371;2004-04-08;M;Bootcamp;8;1110;1200;Card;Dota 2;4.0;0
SESS-12388;2026-08-28 20:38:44;USR-1207;2002-07-21;F;Bootcamp;1;0;150;Card;Deadlock;5.0;0
SESS-15225;2026-08-16 11:38:44;USR-1290;2004-03-15;M;Bootcamp;2;336;270;App;Apex Legends;;1
SESS-11483;2026-08-09 14:38:49;USR-1639;2008-06-02;M;Bootcamp;2;0;300;App;Dota 2;;0
SESS-14824;2026-08-06 20:17:31;USR-1116;2006-02-02;M;Bootcamp;2;0;300;Card;CS2;;0
SESS-11132;2026-08-01 23:02:38;USR-1786;2010-04-22;M;Bootcamp;12;960;1800;Cash;Dota 2;4.0;0
SESS-13047;2026-08-15 11:47:14;USR-1069;2004-11-11;M;Standard;3;240;300;Cash;Valorant;4.5;0
SESS-14968;2026-08-04 11:17:47;USR-1233;2006-08-20;M;Bootcamp;5;1232;675;Card;Dota 2;5.0;1
SESS-13687;2026-08-19 20:56:04;USR-1074;2005-02-02;M;Bootcamp;1;0;150;Cash;Valorant;4.0;0
SESS-10514;2026-08-04 16:07:20;USR-1384;1997-10-15;F;VIP;2;0;400;Card;GTA V;5.0;0
SESS-11454;2026-08-07 11:45:35;USR-1104;2004-02-10;F;Bootcamp;4;720;600;Card;Valorant;;0
SESS-12370;2026-08-29 15:01:17;USR-1059;2003-11-06;F;Standard;5;0;450;App;Valorant;;1
SESS-13662;2026-08-07 17:58:03;USR-1002;2001-09-28;F;Standard;3;480;300;Card;Dota 2;2.0;0
SESS-11365;2026-08-30 21:32:28;USR-1219;1995-03-19;M;Standard;2;503;180;Card;Browser/Work;5.0;1
SESS-12920;2026-08-01 09:28:39;USR-1528;1999-03-12;M;Standard;4;1007;360;Card;Dota 2;4.5;1
SESS-12460;2026-08-29 19:02:56;USR-1675;2004-10-24;M;Bootcamp;2;320;300;App;Deadlock;3.0;0
SESS-10585;2026-08-05 10:38:14;USR-1302;2005-05-13;F;Bootcamp;4;0;540;Card;CS2;;1
SESS-14486;2026-08-10 21:12:59;USR-1598;2000-04-03;M;VIP;3;1176;540;Card;Dota 2;4.5;1
SESS-14731;2026-08-16 19:39:17;USR-1500;2010-08-07;M;PS5;1;0;250;Cash;Dota 2;;0
SESS-10190;2026-08-20 23:55:43;USR-1571;2012-11-11;M;Standard;5;300;500;App;CS2;5.0;0
SESS-15058;2026-08-13 18:38:26;USR-1043;2005-02-07;F;VIP;4;1007;720;Card;Minecraft;;1
